"Time","Min","Average","Max"
2026-05-10 22:30:00,13.9 kn,14.2 kn,14.4 kn
2026-05-10 23:00:00,14.2 kn,14.7 kn,15.2 kn
2026-05-10 23:30:00,13.8 kn,14.3 kn,14.7 kn
2026-05-11 00:00:00,12.8 kn,13.8 kn,14.6 kn
2026-05-11 00:30:00,12.6 kn,13.0 kn,13.4 kn
2026-05-11 01:00:00,12.9 kn,13.4 kn,14.3 kn
2026-05-11 01:30:00,12.1 kn,12.6 kn,14.1 kn
2026-05-11 02:00:00,11.9 kn,12.2 kn,12.6 kn
2026-05-11 02:30:00,11.3 kn,11.8 kn,12.5 kn
2026-05-11 03:00:00,12.3 kn,12.5 kn,12.8 kn
2026-05-11 03:30:00,12.6 kn,13.2 kn,14.0 kn
2026-05-11 04:00:00,12.5 kn,13.1 kn,13.7 kn
2026-05-11 04:30:00,11.6 kn,12.5 kn,13.2 kn
2026-05-11 05:00:00,11.6 kn,12.0 kn,12.3 kn
2026-05-11 05:30:00,11.7 kn,12.4 kn,13.0 kn
2026-05-11 06:00:00,12.8 kn,13.3 kn,13.6 kn
2026-05-11 06:30:00,12.8 kn,13.4 kn,13.8 kn
2026-05-11 07:00:00,12.5 kn,13.1 kn,13.9 kn
2026-05-11 07:30:00,12.9 kn,13.5 kn,14.4 kn
2026-05-11 08:00:00,11.7 kn,12.5 kn,13.5 kn
2026-05-11 08:30:00,12.1 kn,12.7 kn,13.0 kn
2026-05-11 09:00:00,12.3 kn,13.2 kn,13.9 kn
2026-05-11 09:30:00,11.4 kn,12.5 kn,13.2 kn
2026-05-11 10:00:00,10.4 kn,11.0 kn,11.7 kn
2026-05-11 10:30:00,9.54 kn,10.4 kn,11.4 kn
2026-05-11 11:00:00,7.89 kn,9.12 kn,9.80 kn
2026-05-11 11:30:00,7.91 kn,9.49 kn,11.4 kn
2026-05-11 12:00:00,6.14 kn,8.23 kn,10.5 kn
2026-05-11 12:30:00,5.99 kn,6.75 kn,7.99 kn
2026-05-11 13:00:00,9.10 kn,10.1 kn,11.4 kn
2026-05-11 13:30:00,10.9 kn,11.6 kn,12.6 kn
2026-05-11 14:00:00,11.5 kn,12.0 kn,12.6 kn
2026-05-11 14:30:00,11.4 kn,11.8 kn,12.2 kn
2026-05-11 15:00:00,11.1 kn,11.8 kn,12.6 kn
2026-05-11 15:30:00,12.0 kn,12.6 kn,13.0 kn
2026-05-11 16:00:00,8.14 kn,12.0 kn,15.4 kn
2026-05-11 16:30:00,10.2 kn,11.0 kn,12.4 kn
2026-05-11 17:00:00,10.3 kn,10.9 kn,11.4 kn
2026-05-11 17:30:00,11.3 kn,11.7 kn,12.2 kn
2026-05-11 18:00:00,9.70 kn,10.5 kn,11.9 kn
2026-05-11 18:30:00,7.56 kn,8.48 kn,10.0 kn
2026-05-11 19:00:00,7.33 kn,8.01 kn,8.40 kn
2026-05-11 19:30:00,6.34 kn,7.60 kn,8.77 kn
2026-05-11 20:00:00,6.67 kn,7.40 kn,7.91 kn
2026-05-11 20:30:00,4.84 kn,6.06 kn,7.99 kn
2026-05-11 21:00:00,4.78 kn,5.98 kn,7.58 kn
2026-05-11 21:30:00,6.43 kn,7.20 kn,7.85 kn
2026-05-11 22:00:00,6.03 kn,7.12 kn,8.05 kn
2026-05-11 22:30:00,4.88 kn,5.41 kn,6.03 kn
2026-05-11 23:00:00,5.64 kn,6.33 kn,6.80 kn
2026-05-11 23:30:00,4.49 kn,6.12 kn,7.74 kn
2026-05-12 00:00:00,5.27 kn,5.70 kn,6.38 kn
2026-05-12 00:30:00,4.61 kn,5.40 kn,6.38 kn
2026-05-12 01:00:00,4.72 kn,5.45 kn,6.24 kn
2026-05-12 01:30:00,5.21 kn,6.04 kn,7.10 kn
2026-05-12 02:00:00,5.05 kn,6.00 kn,6.94 kn
2026-05-12 02:30:00,4.51 kn,5.63 kn,6.80 kn
2026-05-12 03:00:00,3.63 kn,4.86 kn,6.86 kn
2026-05-12 03:30:00,4.68 kn,5.42 kn,6.41 kn
2026-05-12 04:00:00,3.83 kn,5.04 kn,6.08 kn
2026-05-12 04:30:00,4.65 kn,5.49 kn,6.16 kn
2026-05-12 05:00:00,5.07 kn,5.99 kn,7.04 kn
2026-05-12 05:30:00,4.55 kn,5.03 kn,5.70 kn
2026-05-12 06:00:00,4.57 kn,5.29 kn,6.67 kn
2026-05-12 06:30:00,3.67 kn,4.83 kn,6.47 kn
2026-05-12 07:00:00,3.81 kn,4.27 kn,5.05 kn
2026-05-12 07:30:00,3.05 kn,4.01 kn,5.17 kn
2026-05-12 08:00:00,2.88 kn,4.67 kn,6.65 kn
2026-05-12 08:30:00,4.39 kn,4.83 kn,5.58 kn
2026-05-12 09:00:00,3.58 kn,4.38 kn,5.07 kn
2026-05-12 09:30:00,4.51 kn,6.40 kn,7.52 kn
2026-05-12 10:00:00,4.24 kn,6.72 kn,8.20 kn
