"Time","Panel 1","Panel 2","Panel 3"
2026-02-10 09:00:00,12.2 Wh,35.1 Wh,13.2 Wh
2026-02-10 10:00:00,16.0 Wh,46.7 Wh,17.1 Wh
2026-02-10 11:00:00,18.5 Wh,53.8 Wh,19.0 Wh
2026-02-10 12:00:00,9.51 Wh,22.9 Wh,8.71 Wh
2026-02-10 13:00:00,7.98 Wh,17.6 Wh,6.82 Wh
2026-02-10 14:00:00,7.31 Wh,15.5 Wh,6.11 Wh
2026-02-10 15:00:00,6.01 Wh,10.6 Wh,3.05 Wh
2026-02-10 16:00:00,5.37 Wh,7.78 Wh,993 mWh
2026-02-10 17:00:00,5.08 Wh,5.58 Wh,0 Wh
2026-02-10 18:00:00,5.18 Wh,5.51 Wh,0 Wh
2026-02-10 19:00:00,5.15 Wh,5.50 Wh,0 Wh
2026-02-10 20:00:00,5.16 Wh,5.50 Wh,0 Wh
2026-02-10 21:00:00,5.18 Wh,5.50 Wh,0 Wh
2026-02-10 22:00:00,5.14 Wh,5.45 Wh,0 Wh
2026-02-10 23:00:00,5.12 Wh,5.44 Wh,0 Wh
2026-02-11 00:00:00,4.93 Wh,5.44 Wh,0 Wh
2026-02-11 01:00:00,5.00 Wh,5.38 Wh,0 Wh
2026-02-11 02:00:00,5.01 Wh,5.41 Wh,0 Wh
2026-02-11 03:00:00,4.95 Wh,5.36 Wh,0 Wh
2026-02-11 04:00:00,4.96 Wh,5.38 Wh,0 Wh
2026-02-11 05:00:00,4.81 Wh,5.28 Wh,0 Wh
2026-02-11 06:00:00,4.72 Wh,5.28 Wh,0 Wh
2026-02-11 07:00:00,5.25 Wh,9.27 Wh,1.62 Wh
2026-02-11 08:00:00,7.30 Wh,15.9 Wh,6.59 Wh
2026-02-11 09:00:00,10.6 Wh,27.0 Wh,10.4 Wh
2026-02-11 10:00:00,15.9 Wh,46.3 Wh,17.4 Wh
2026-02-11 11:00:00,24.7 Wh,78.8 Wh,28.6 Wh
2026-02-11 12:00:00,17.3 Wh,49.3 Wh,17.6 Wh
2026-02-11 13:00:00,18.6 Wh,52.8 Wh,18.8 Wh
2026-02-11 14:00:00,16.0 Wh,44.5 Wh,16.0 Wh
2026-02-11 15:00:00,7.85 Wh,17.4 Wh,7.07 Wh
2026-02-11 16:00:00,5.05 Wh,8.24 Wh,237 mWh
2026-02-11 17:00:00,4.60 Wh,5.62 Wh,0 Wh
2026-02-11 18:00:00,4.68 Wh,5.24 Wh,0 Wh
2026-02-11 19:00:00,4.67 Wh,5.19 Wh,0 Wh
2026-02-11 20:00:00,4.72 Wh,5.22 Wh,0 Wh
2026-02-11 21:00:00,4.67 Wh,5.20 Wh,0 Wh
2026-02-11 22:00:00,4.52 Wh,5.16 Wh,0 Wh
2026-02-11 23:00:00,4.46 Wh,5.12 Wh,0 Wh
2026-02-12 00:00:00,4.42 Wh,5.10 Wh,0 Wh
2026-02-12 01:00:00,4.34 Wh,5.10 Wh,0 Wh
2026-02-12 02:00:00,4.44 Wh,5.13 Wh,0 Wh
2026-02-12 03:00:00,4.38 Wh,5.12 Wh,0 Wh
2026-02-12 04:00:00,4.76 Wh,5.12 Wh,0 Wh
2026-02-12 05:00:00,4.27 Wh,5.08 Wh,0 Wh
2026-02-12 06:00:00,3.62 Wh,4.93 Wh,0 Wh
2026-02-12 07:00:00,4.78 Wh,8.97 Wh,1.94 Wh
2026-02-12 08:00:00,9.77 Wh,25.6 Wh,10.6 Wh
2026-02-12 09:00:00,17.1 Wh,52.8 Wh,20.3 Wh
2026-02-12 10:00:00,23.6 Wh,84.1 Wh,31.7 Wh
2026-02-12 11:00:00,28.7 Wh,90.6 Wh,36.1 Wh
2026-02-12 12:00:00,32.7 Wh,64.7 Wh,25.8 Wh
2026-02-12 13:00:00,27.3 Wh,48.1 Wh,26.7 Wh
2026-02-12 14:00:00,19.2 Wh,44.5 Wh,24.2 Wh
2026-02-12 15:00:00,7.83 Wh,25.0 Wh,11.6 Wh
2026-02-12 16:00:00,9.93 Wh,10.4 Wh,4.61 Wh
2026-02-12 17:00:00,5.52 Wh,7.40 Wh,0 Wh
2026-02-12 18:00:00,4.46 Wh,5.19 Wh,0 Wh
2026-02-12 19:00:00,4.62 Wh,5.17 Wh,0 Wh
2026-02-12 20:00:00,4.33 Wh,5.14 Wh,0 Wh
2026-02-12 21:00:00,4.44 Wh,5.02 Wh,0 Wh
2026-02-12 22:00:00,4.36 Wh,5.09 Wh,0 Wh
2026-02-12 23:00:00,4.24 Wh,5.07 Wh,0 Wh
2026-02-13 00:00:00,3.70 Wh,4.85 Wh,0 Wh
2026-02-13 01:00:00,3.85 Wh,4.82 Wh,0 Wh
2026-02-13 02:00:00,4.04 Wh,4.89 Wh,0 Wh
2026-02-13 03:00:00,3.73 Wh,4.83 Wh,0 Wh
2026-02-13 04:00:00,3.84 Wh,4.82 Wh,0 Wh
2026-02-13 05:00:00,3.90 Wh,4.90 Wh,0 Wh
2026-02-13 06:00:00,3.65 Wh,4.77 Wh,0 Wh
2026-02-13 07:00:00,3.89 Wh,6.10 Wh,70.9 mWh
2026-02-13 08:00:00,6.42 Wh,12.9 Wh,5.04 Wh
2026-02-13 09:00:00,10.8 Wh,27.2 Wh,10.4 Wh
2026-02-13 10:00:00,15.2 Wh,42.1 Wh,15.4 Wh
2026-02-13 11:00:00,15.4 Wh,43.1 Wh,15.6 Wh
2026-02-13 12:00:00,14.1 Wh,38.7 Wh,14.3 Wh
2026-02-13 13:00:00,14.9 Wh,44.2 Wh,15.8 Wh
2026-02-13 14:00:00,12.2 Wh,32.8 Wh,12.1 Wh
2026-02-13 15:00:00,10.00 Wh,23.3 Wh,9.52 Wh
2026-02-13 16:00:00,7.72 Wh,16.8 Wh,6.82 Wh
2026-02-13 17:00:00,3.72 Wh,5.50 Wh,11.0 mWh
2026-02-13 18:00:00,3.55 Wh,4.73 Wh,0 Wh
2026-02-13 19:00:00,3.24 Wh,4.48 Wh,0 Wh
2026-02-13 20:00:00,3.18 Wh,4.50 Wh,0 Wh
2026-02-13 21:00:00,3.32 Wh,4.59 Wh,0 Wh
2026-02-13 22:00:00,3.25 Wh,4.56 Wh,0 Wh
2026-02-13 23:00:00,3.30 Wh,4.49 Wh,0 Wh
2026-02-14 00:00:00,3.16 Wh,4.44 Wh,0 Wh
2026-02-14 01:00:00,3.24 Wh,4.55 Wh,0 Wh
2026-02-14 02:00:00,3.15 Wh,4.50 Wh,0 Wh
2026-02-14 03:00:00,3.13 Wh,4.56 Wh,0 Wh
2026-02-14 04:00:00,3.25 Wh,4.49 Wh,0 Wh
2026-02-14 05:00:00,3.02 Wh,4.48 Wh,0 Wh
2026-02-14 06:00:00,3.27 Wh,4.51 Wh,0 Wh
2026-02-14 07:00:00,3.44 Wh,7.60 Wh,1.13 Wh
2026-02-14 08:00:00,8.69 Wh,18.6 Wh,7.46 Wh
2026-02-14 09:00:00,16.5 Wh,47.1 Wh,16.2 Wh
2026-02-14 10:00:00,17.3 Wh,51.7 Wh,17.8 Wh
