"Time","Motor"
2026-02-03 04:30:00,0 Wh
2026-02-03 04:40:00,0 Wh
2026-02-03 04:50:00,0 Wh
2026-02-03 05:00:00,0 Wh
2026-02-03 05:10:00,0 Wh
2026-02-03 05:20:00,0 Wh
2026-02-03 05:30:00,0 Wh
2026-02-03 05:40:00,0 Wh
2026-02-03 05:50:00,0 Wh
2026-02-03 06:00:00,0 Wh
2026-02-03 06:10:00,0 Wh
2026-02-03 06:20:00,0 Wh
2026-02-03 06:30:00,0 Wh
2026-02-03 06:40:00,0 Wh
2026-02-03 06:50:00,0 Wh
2026-02-03 07:00:00,0 Wh
2026-02-03 07:10:00,0 Wh
2026-02-03 07:20:00,0 Wh
2026-02-03 07:30:00,0 Wh
2026-02-03 07:40:00,0 Wh
2026-02-03 07:50:00,0 Wh
2026-02-03 08:00:00,0 Wh
2026-02-03 08:10:00,0 Wh
2026-02-03 08:20:00,0 Wh
2026-02-03 08:30:00,0 Wh
2026-02-03 08:40:00,0 Wh
2026-02-03 08:50:00,0 Wh
2026-02-03 09:00:00,0 Wh
2026-02-03 09:10:00,0 Wh
2026-02-03 09:20:00,0 Wh
2026-02-03 09:30:00,
2026-02-03 09:40:00,0 Wh
2026-02-03 09:50:00,0 Wh
2026-02-03 10:00:00,0 Wh
2026-02-03 10:10:00,0 Wh
2026-02-03 10:20:00,0 Wh
2026-02-03 10:30:00,7.22 Wh
2026-02-03 10:40:00,45.5 Wh
2026-02-03 10:50:00,95.5 Wh
2026-02-03 11:00:00,96.0 Wh
2026-02-03 11:10:00,110 Wh
2026-02-03 11:20:00,118 Wh
2026-02-03 11:30:00,137 Wh
2026-02-03 11:40:00,129 Wh
2026-02-03 11:50:00,133 Wh
2026-02-03 12:00:00,129 Wh
2026-02-03 12:10:00,130 Wh
2026-02-03 12:20:00,130 Wh
2026-02-03 12:30:00,131 Wh
2026-02-03 12:40:00,131 Wh
2026-02-03 12:50:00,132 Wh
2026-02-03 13:00:00,134 Wh
2026-02-03 13:10:00,133 Wh
2026-02-03 13:20:00,131 Wh
2026-02-03 13:30:00,131 Wh
2026-02-03 13:40:00,133 Wh
2026-02-03 13:50:00,134 Wh
2026-02-03 14:00:00,133 Wh
2026-02-03 14:10:00,135 Wh
2026-02-03 14:20:00,135 Wh
2026-02-03 14:30:00,135 Wh
2026-02-03 14:40:00,136 Wh
2026-02-03 14:50:00,134 Wh
2026-02-03 15:00:00,136 Wh
2026-02-03 15:10:00,135 Wh
2026-02-03 15:20:00,135 Wh
2026-02-03 15:30:00,136 Wh
2026-02-03 15:40:00,136 Wh
2026-02-03 15:50:00,137 Wh
2026-02-03 16:00:00,140 Wh
2026-02-03 16:10:00,142 Wh
2026-02-03 16:20:00,143 Wh
2026-02-03 16:30:00,143 Wh
2026-02-03 16:40:00,177 Wh
2026-02-03 16:50:00,202 Wh
2026-02-03 17:00:00,44.9 Wh
2026-02-03 17:10:00,13.1 Wh
2026-02-03 17:20:00,0 Wh
2026-02-03 17:30:00,12.3 Wh
2026-02-03 17:40:00,15.4 Wh
2026-02-03 17:50:00,5.82 Wh
2026-02-03 18:00:00,23.4 Wh
2026-02-03 18:10:00,23.3 Wh
2026-02-03 18:20:00,23.6 Wh
2026-02-03 18:30:00,11.9 Wh
2026-02-03 18:40:00,0 Wh
2026-02-03 18:50:00,0 Wh
2026-02-03 19:00:00,21.1 Wh
2026-02-03 19:10:00,21.2 Wh
2026-02-03 19:20:00,30.3 Wh
2026-02-03 19:30:00,44.9 Wh
2026-02-03 19:40:00,44.3 Wh
2026-02-03 19:50:00,44.4 Wh
2026-02-03 20:00:00,44.7 Wh
2026-02-03 20:10:00,45.0 Wh
2026-02-03 20:20:00,44.5 Wh
2026-02-03 20:30:00,45.0 Wh
2026-02-03 20:40:00,42.6 Wh
2026-02-03 20:50:00,44.7 Wh
2026-02-03 21:00:00,44.5 Wh
2026-02-03 21:10:00,42.6 Wh
2026-02-03 21:20:00,45.4 Wh
2026-02-03 21:30:00,42.3 Wh
2026-02-03 21:40:00,10.5 Wh
2026-02-03 21:50:00,0 Wh
2026-02-03 22:00:00,0 Wh
2026-02-03 22:10:00,0 Wh
2026-02-03 22:20:00,0 Wh
2026-02-03 22:30:00,0 Wh
2026-02-03 22:40:00,0 Wh
2026-02-03 22:50:00,0 Wh
2026-02-03 23:00:00,0 Wh
2026-02-03 23:10:00,0 Wh
2026-02-03 23:20:00,0 Wh
2026-02-03 23:30:00,0 Wh
2026-02-03 23:40:00,0 Wh
2026-02-03 23:50:00,0 Wh
2026-02-04 00:00:00,0 Wh
2026-02-04 00:10:00,0 Wh
2026-02-04 00:20:00,0 Wh
2026-02-04 00:30:00,0 Wh
2026-02-04 00:40:00,0 Wh
2026-02-04 00:50:00,0 Wh
2026-02-04 01:00:00,0 Wh
2026-02-04 01:10:00,0 Wh
2026-02-04 01:20:00,12.7 Wh
2026-02-04 01:30:00,17.0 Wh
2026-02-04 01:40:00,16.6 Wh
2026-02-04 01:50:00,16.7 Wh
2026-02-04 02:00:00,17.1 Wh
2026-02-04 02:10:00,16.9 Wh
2026-02-04 02:20:00,17.3 Wh
2026-02-04 02:30:00,16.9 Wh
2026-02-04 02:40:00,26.2 Wh
2026-02-04 02:50:00,31.0 Wh
2026-02-04 03:00:00,30.7 Wh
2026-02-04 03:10:00,30.5 Wh
2026-02-04 03:20:00,32.5 Wh
2026-02-04 03:30:00,30.6 Wh
2026-02-04 03:40:00,31.0 Wh
2026-02-04 03:50:00,31.3 Wh
2026-02-04 04:00:00,31.7 Wh
2026-02-04 04:10:00,31.1 Wh
2026-02-04 04:20:00,31.4 Wh
2026-02-04 04:30:00,31.7 Wh
2026-02-04 04:40:00,33.0 Wh
2026-02-04 04:50:00,34.5 Wh
2026-02-04 05:00:00,34.8 Wh
2026-02-04 05:10:00,19.1 Wh
2026-02-04 05:20:00,8.25 Wh
2026-02-04 05:30:00,10.7 Wh
2026-02-04 05:40:00,11.1 Wh
2026-02-04 05:50:00,5.39 Wh
2026-02-04 06:00:00,6.55 Wh
2026-02-04 06:10:00,15.4 Wh
2026-02-04 06:20:00,27.1 Wh
2026-02-04 06:30:00,17.3 Wh
2026-02-04 06:40:00,11.7 Wh
2026-02-04 06:50:00,6.70 Wh
2026-02-04 07:00:00,8.39 Wh
2026-02-04 07:10:00,16.6 Wh
2026-02-04 07:20:00,9.23 Wh
2026-02-04 07:30:00,19.8 Wh
2026-02-04 07:40:00,1.16 Wh
2026-02-04 07:50:00,0 Wh
2026-02-04 08:00:00,0 Wh
2026-02-04 08:10:00,0 Wh
2026-02-04 08:20:00,0 Wh
2026-02-04 08:30:00,0 Wh
2026-02-04 08:40:00,0 Wh
2026-02-04 08:50:00,0 Wh
2026-02-04 09:00:00,0 Wh
2026-02-04 09:10:00,0 Wh
2026-02-04 09:20:00,0 Wh
2026-02-04 09:30:00,0 Wh
2026-02-04 09:40:00,0 Wh
2026-02-04 09:50:00,0 Wh
2026-02-04 10:00:00,0 Wh
2026-02-04 10:10:00,0 Wh
2026-02-04 10:20:00,0 Wh
2026-02-04 10:30:00,0 Wh
2026-02-04 10:40:00,0 Wh
2026-02-04 10:50:00,0 Wh
2026-02-04 11:00:00,0 Wh
2026-02-04 11:10:00,0 Wh
2026-02-04 11:20:00,0 Wh
2026-02-04 11:30:00,0 Wh
2026-02-04 11:40:00,0 Wh
2026-02-04 11:50:00,0 Wh
2026-02-04 12:00:00,0 Wh
2026-02-04 12:10:00,0 Wh
2026-02-04 12:20:00,0 Wh
2026-02-04 12:30:00,0 Wh
2026-02-04 12:40:00,0 Wh
