"Time","Min","Average","Max"
2026-02-06 17:00:00,8.92 kn,9.71 kn,10.2 kn
2026-02-06 18:00:00,6.32 kn,7.51 kn,9.74 kn
2026-02-06 19:00:00,3.97 kn,6.51 kn,8.36 kn
2026-02-06 20:00:00,3.97 kn,5.42 kn,6.80 kn
2026-02-06 21:00:00,5.38 kn,6.26 kn,7.29 kn
2026-02-06 22:00:00,6.41 kn,7.56 kn,8.84 kn
2026-02-06 23:00:00,5.58 kn,7.39 kn,8.42 kn
2026-02-07 00:00:00,3.15 kn,5.38 kn,7.02 kn
2026-02-07 01:00:00,3.83 kn,5.38 kn,7.81 kn
2026-02-07 02:00:00,6.49 kn,8.13 kn,9.52 kn
2026-02-07 03:00:00,7.21 kn,8.52 kn,9.56 kn
2026-02-07 04:00:00,3.60 kn,5.26 kn,7.89 kn
2026-02-07 05:00:00,4.14 kn,5.39 kn,7.02 kn
2026-02-07 06:00:00,4.68 kn,5.60 kn,7.37 kn
2026-02-07 07:00:00,8.05 kn,10.4 kn,13.1 kn
2026-02-07 08:00:00,7.97 kn,13.0 kn,14.0 kn
2026-02-07 09:00:00,7.29 kn,8.39 kn,9.43 kn
2026-02-07 10:00:00,5.95 kn,7.00 kn,8.24 kn
2026-02-07 11:00:00,5.02 kn,5.68 kn,6.73 kn
2026-02-07 12:00:00,4.32 kn,7.81 kn,12.9 kn
2026-02-07 13:00:00,13.5 kn,16.4 kn,17.6 kn
2026-02-07 14:00:00,13.1 kn,14.6 kn,15.9 kn
2026-02-07 15:00:00,11.4 kn,13.2 kn,15.1 kn
2026-02-07 16:00:00,9.14 kn,11.9 kn,14.3 kn
2026-02-07 17:00:00,4.96 kn,6.72 kn,8.73 kn
2026-02-07 18:00:00,3.93 kn,5.40 kn,7.44 kn
2026-02-07 19:00:00,7.78 kn,10.7 kn,11.7 kn
2026-02-07 20:00:00,6.76 kn,7.45 kn,9.08 kn
2026-02-07 21:00:00,6.51 kn,8.28 kn,9.37 kn
2026-02-07 22:00:00,8.63 kn,12.7 kn,14.0 kn
2026-02-07 23:00:00,8.09 kn,10.1 kn,11.6 kn
2026-02-08 00:00:00,6.82 kn,7.44 kn,8.59 kn
2026-02-08 01:00:00,5.17 kn,6.37 kn,7.68 kn
2026-02-08 02:00:00,7.17 kn,8.21 kn,9.04 kn
2026-02-08 03:00:00,6.59 kn,8.31 kn,9.52 kn
2026-02-08 04:00:00,5.66 kn,7.16 kn,8.84 kn
2026-02-08 05:00:00,8.44 kn,10.6 kn,13.0 kn
2026-02-08 06:00:00,8.77 kn,10.2 kn,12.3 kn
2026-02-08 07:00:00,6.94 kn,9.19 kn,12.2 kn
2026-02-08 08:00:00,6.67 kn,7.64 kn,9.00 kn
2026-02-08 09:00:00,5.73 kn,6.76 kn,7.50 kn
2026-02-08 10:00:00,3.15 kn,4.96 kn,6.45 kn
2026-02-08 11:00:00,2.95 kn,4.47 kn,5.60 kn
2026-02-08 12:00:00,1.13 kn,2.47 kn,3.97 kn
2026-02-08 13:00:00,2.04 kn,6.57 kn,12.4 kn
2026-02-08 14:00:00,10.1 kn,11.4 kn,13.1 kn
2026-02-08 15:00:00,6.96 kn,8.84 kn,10.3 kn
2026-02-08 16:00:00,5.11 kn,6.94 kn,8.14 kn
2026-02-08 17:00:00,6.63 kn,9.68 kn,12.5 kn
2026-02-08 18:00:00,10.9 kn,12.0 kn,13.5 kn
2026-02-08 19:00:00,6.34 kn,9.32 kn,12.5 kn
2026-02-08 20:00:00,2.51 kn,5.72 kn,9.78 kn
2026-02-08 21:00:00,1.90 kn,4.34 kn,8.20 kn
2026-02-08 22:00:00,2.45 kn,11.2 kn,17.0 kn
2026-02-08 23:00:00,15.1 kn,16.9 kn,20.2 kn
2026-02-09 00:00:00,18.5 kn,19.6 kn,21.3 kn
2026-02-09 01:00:00,19.9 kn,21.0 kn,21.9 kn
2026-02-09 02:00:00,18.3 kn,20.0 kn,21.3 kn
2026-02-09 03:00:00,17.5 kn,19.0 kn,20.0 kn
2026-02-09 04:00:00,17.6 kn,18.5 kn,19.3 kn
2026-02-09 05:00:00,17.6 kn,18.3 kn,19.1 kn
2026-02-09 06:00:00,14.8 kn,16.4 kn,18.0 kn
2026-02-09 07:00:00,12.8 kn,15.2 kn,16.8 kn
2026-02-09 08:00:00,9.91 kn,12.5 kn,13.4 kn
2026-02-09 09:00:00,8.84 kn,9.48 kn,10.1 kn
2026-02-09 10:00:00,9.66 kn,10.7 kn,12.0 kn
2026-02-09 11:00:00,9.25 kn,10.4 kn,11.4 kn
2026-02-09 12:00:00,9.29 kn,10.4 kn,10.8 kn
2026-02-09 13:00:00,10.1 kn,10.8 kn,11.4 kn
2026-02-09 14:00:00,10.4 kn,12.1 kn,13.6 kn
2026-02-09 15:00:00,11.2 kn,12.1 kn,13.9 kn
2026-02-09 16:00:00,12.1 kn,12.7 kn,13.0 kn
2026-02-09 17:00:00,12.0 kn,12.8 kn,14.5 kn
2026-02-09 18:00:00,9.54 kn,11.3 kn,14.2 kn
2026-02-09 19:00:00,7.68 kn,8.68 kn,9.78 kn
2026-02-09 20:00:00,7.81 kn,8.81 kn,9.39 kn
2026-02-09 21:00:00,7.70 kn,8.43 kn,9.21 kn
2026-02-09 22:00:00,4.51 kn,6.72 kn,7.87 kn
2026-02-09 23:00:00,2.80 kn,5.39 kn,6.41 kn
2026-02-10 00:00:00,3.30 kn,4.20 kn,6.10 kn
2026-02-10 01:00:00,5.25 kn,6.01 kn,6.96 kn
2026-02-10 02:00:00,6.36 kn,8.92 kn,12.3 kn
2026-02-10 03:00:00,4.86 kn,5.79 kn,6.53 kn
2026-02-10 04:00:00,5.91 kn,7.67 kn,9.08 kn
2026-02-10 05:00:00,5.38 kn,6.80 kn,10.2 kn
2026-02-10 06:00:00,9.39 kn,10.1 kn,11.0 kn
2026-02-10 07:00:00,10.5 kn,11.6 kn,14.9 kn
2026-02-10 08:00:00,15.1 kn,15.9 kn,17.1 kn
2026-02-10 09:00:00,13.9 kn,15.1 kn,16.4 kn
2026-02-10 10:00:00,14.4 kn,15.1 kn,16.4 kn
2026-02-10 11:00:00,14.0 kn,15.2 kn,16.1 kn
2026-02-10 12:00:00,12.1 kn,12.9 kn,14.6 kn
2026-02-10 13:00:00,10.9 kn,13.4 kn,18.4 kn
2026-02-10 14:00:00,11.9 kn,14.0 kn,16.2 kn
2026-02-10 15:00:00,10.5 kn,13.9 kn,16.2 kn
2026-02-10 16:00:00,9.89 kn,12.1 kn,13.0 kn
2026-02-10 17:00:00,8.26 kn,9.37 kn,13.4 kn
2026-02-10 18:00:00,13.6 kn,16.6 kn,19.4 kn
2026-02-10 19:00:00,13.6 kn,16.3 kn,18.8 kn
2026-02-10 20:00:00,12.2 kn,13.8 kn,16.4 kn
2026-02-10 21:00:00,14.4 kn,15.6 kn,17.4 kn
2026-02-10 22:00:00,17.0 kn,18.3 kn,20.0 kn
2026-02-10 23:00:00,18.1 kn,20.6 kn,23.6 kn
2026-02-11 00:00:00,21.6 kn,23.1 kn,24.2 kn
2026-02-11 01:00:00,22.5 kn,23.5 kn,24.3 kn
2026-02-11 02:00:00,20.8 kn,21.7 kn,23.0 kn
2026-02-11 03:00:00,18.5 kn,20.2 kn,21.4 kn
2026-02-11 04:00:00,16.9 kn,18.6 kn,19.4 kn
2026-02-11 05:00:00,18.5 kn,19.4 kn,20.5 kn
2026-02-11 06:00:00,15.8 kn,16.3 kn,18.7 kn
2026-02-11 07:00:00,14.9 kn,15.8 kn,16.4 kn
2026-02-11 08:00:00,13.0 kn,14.7 kn,15.6 kn
2026-02-11 09:00:00,8.98 kn,12.6 kn,15.1 kn
2026-02-11 10:00:00,10.6 kn,13.1 kn,15.2 kn
2026-02-11 11:00:00,15.3 kn,15.6 kn,16.2 kn
2026-02-11 12:00:00,13.8 kn,15.4 kn,16.3 kn
2026-02-11 13:00:00,15.6 kn,16.2 kn,16.9 kn
2026-02-11 14:00:00,16.6 kn,17.5 kn,18.0 kn
2026-02-11 15:00:00,17.1 kn,17.8 kn,18.5 kn
2026-02-11 16:00:00,15.7 kn,18.2 kn,18.7 kn
2026-02-11 17:00:00,16.2 kn,17.2 kn,18.9 kn
2026-02-11 18:00:00,16.1 kn,16.9 kn,17.6 kn
2026-02-11 19:00:00,16.9 kn,18.1 kn,18.7 kn
2026-02-11 20:00:00,18.2 kn,18.8 kn,19.4 kn
2026-02-11 21:00:00,17.4 kn,19.2 kn,20.9 kn
2026-02-11 22:00:00,17.5 kn,18.0 kn,19.0 kn
2026-02-11 23:00:00,17.5 kn,17.8 kn,18.1 kn
2026-02-12 00:00:00,16.5 kn,17.8 kn,19.3 kn
2026-02-12 01:00:00,15.4 kn,16.2 kn,17.4 kn
2026-02-12 02:00:00,14.0 kn,15.6 kn,17.0 kn
2026-02-12 03:00:00,13.8 kn,15.7 kn,16.5 kn
2026-02-12 04:00:00,11.6 kn,13.0 kn,13.9 kn
2026-02-12 05:00:00,12.1 kn,13.1 kn,13.9 kn
2026-02-12 06:00:00,11.2 kn,12.4 kn,13.8 kn
2026-02-12 07:00:00,9.89 kn,11.1 kn,11.8 kn
2026-02-12 08:00:00,9.54 kn,10.5 kn,11.6 kn
2026-02-12 09:00:00,6.30 kn,7.94 kn,9.84 kn
2026-02-12 10:00:00,6.30 kn,7.89 kn,9.27 kn
2026-02-12 11:00:00,8.94 kn,9.22 kn,9.84 kn
2026-02-12 12:00:00,8.01 kn,8.76 kn,9.35 kn
2026-02-12 13:00:00,7.68 kn,8.40 kn,8.67 kn
2026-02-12 14:00:00,6.67 kn,7.96 kn,8.79 kn
2026-02-12 15:00:00,7.93 kn,11.5 kn,13.2 kn
2026-02-12 16:00:00,13.3 kn,14.5 kn,15.7 kn
2026-02-12 17:00:00,15.2 kn,15.8 kn,16.8 kn
2026-02-12 18:00:00,15.2 kn,17.0 kn,17.7 kn
2026-02-12 19:00:00,13.3 kn,14.4 kn,15.9 kn
2026-02-12 20:00:00,14.6 kn,16.7 kn,18.0 kn
2026-02-12 21:00:00,14.9 kn,15.5 kn,16.5 kn
2026-02-12 22:00:00,15.8 kn,17.0 kn,17.4 kn
2026-02-12 23:00:00,17.0 kn,18.2 kn,19.3 kn
2026-02-13 00:00:00,16.1 kn,17.8 kn,19.7 kn
2026-02-13 01:00:00,14.7 kn,15.5 kn,16.0 kn
2026-02-13 02:00:00,15.4 kn,16.2 kn,17.3 kn
2026-02-13 03:00:00,15.8 kn,16.9 kn,17.8 kn
2026-02-13 04:00:00,15.3 kn,16.1 kn,16.9 kn
2026-02-13 05:00:00,14.6 kn,15.6 kn,16.6 kn
2026-02-13 06:00:00,8.24 kn,11.7 kn,14.6 kn
2026-02-13 07:00:00,8.69 kn,11.6 kn,14.5 kn
2026-02-13 08:00:00,14.1 kn,16.0 kn,17.0 kn
2026-02-13 09:00:00,13.9 kn,15.0 kn,16.5 kn
2026-02-13 10:00:00,11.9 kn,12.9 kn,13.9 kn
2026-02-13 11:00:00,11.1 kn,12.1 kn,13.0 kn
2026-02-13 12:00:00,11.3 kn,12.6 kn,14.0 kn
2026-02-13 13:00:00,13.0 kn,14.1 kn,15.2 kn
2026-02-13 14:00:00,12.9 kn,13.9 kn,15.5 kn
2026-02-13 15:00:00,13.9 kn,14.5 kn,15.0 kn
2026-02-13 16:00:00,11.7 kn,13.3 kn,14.6 kn
2026-02-13 17:00:00,11.3 kn,12.3 kn,13.6 kn
2026-02-13 18:00:00,11.0 kn,12.5 kn,13.5 kn
2026-02-13 19:00:00,10.8 kn,11.9 kn,12.5 kn
2026-02-13 20:00:00,10.5 kn,11.9 kn,12.7 kn
2026-02-13 21:00:00,8.75 kn,10.3 kn,11.7 kn
2026-02-13 22:00:00,6.05 kn,8.89 kn,10.4 kn
2026-02-13 23:00:00,3.21 kn,4.85 kn,6.88 kn
2026-02-14 00:00:00,2.27 kn,3.26 kn,4.16 kn
2026-02-14 01:00:00,0.622 kn,1.74 kn,3.07 kn
2026-02-14 02:00:00,0.797 kn,3.64 kn,6.30 kn
2026-02-14 03:00:00,2.80 kn,4.80 kn,6.43 kn
2026-02-14 04:00:00,0.544 kn,1.43 kn,2.80 kn
2026-02-14 05:00:00,0.544 kn,3.69 kn,5.35 kn
2026-02-14 06:00:00,4.00 kn,5.63 kn,6.51 kn
2026-02-14 07:00:00,2.20 kn,2.80 kn,3.89 kn
2026-02-14 08:00:00,1.09 kn,2.95 kn,4.43 kn
2026-02-14 09:00:00,3.79 kn,4.90 kn,5.99 kn
2026-02-14 10:00:00,4.98 kn,5.63 kn,6.10 kn
