"Time","Min","Average","Max"
2026-03-14 07:00:00,18.1 kn,19.5 kn,22.2 kn
2026-03-14 08:00:00,15.7 kn,18.4 kn,21.7 kn
2026-03-14 09:00:00,17.7 kn,19.4 kn,21.2 kn
2026-03-14 10:00:00,19.7 kn,22.5 kn,25.3 kn
2026-03-14 11:00:00,21.0 kn,23.9 kn,25.9 kn
2026-03-14 12:00:00,15.6 kn,17.9 kn,21.0 kn
2026-03-14 13:00:00,15.4 kn,17.1 kn,18.6 kn
2026-03-14 14:00:00,17.8 kn,18.5 kn,19.2 kn
2026-03-14 15:00:00,16.7 kn,17.5 kn,18.6 kn
2026-03-14 16:00:00,17.6 kn,18.0 kn,18.6 kn
2026-03-14 17:00:00,17.0 kn,18.3 kn,19.4 kn
2026-03-14 18:00:00,18.1 kn,19.2 kn,20.9 kn
2026-03-14 19:00:00,19.0 kn,20.2 kn,21.5 kn
2026-03-14 20:00:00,19.7 kn,20.9 kn,22.1 kn
2026-03-14 21:00:00,17.4 kn,18.6 kn,20.1 kn
2026-03-14 22:00:00,14.4 kn,16.0 kn,18.1 kn
2026-03-14 23:00:00,15.5 kn,16.4 kn,17.2 kn
2026-03-15 00:00:00,16.2 kn,17.4 kn,18.8 kn
2026-03-15 01:00:00,16.2 kn,17.2 kn,18.1 kn
2026-03-15 02:00:00,13.5 kn,15.4 kn,17.9 kn
2026-03-15 03:00:00,14.0 kn,15.5 kn,17.1 kn
2026-03-15 04:00:00,15.1 kn,16.2 kn,17.6 kn
2026-03-15 05:00:00,16.8 kn,17.3 kn,17.8 kn
2026-03-15 06:00:00,14.9 kn,16.0 kn,16.9 kn
2026-03-15 07:00:00,15.0 kn,16.1 kn,17.2 kn
2026-03-15 08:00:00,15.2 kn,15.9 kn,17.0 kn
2026-03-15 09:00:00,15.1 kn,15.7 kn,17.0 kn
2026-03-15 10:00:00,14.1 kn,15.1 kn,16.3 kn
2026-03-15 11:00:00,13.5 kn,14.1 kn,14.9 kn
2026-03-15 12:00:00,14.8 kn,15.6 kn,16.5 kn
2026-03-15 13:00:00,13.0 kn,14.1 kn,15.0 kn
2026-03-15 14:00:00,13.4 kn,14.2 kn,16.2 kn
2026-03-15 15:00:00,15.3 kn,16.1 kn,16.5 kn
2026-03-15 16:00:00,14.1 kn,15.6 kn,16.1 kn
2026-03-15 17:00:00,14.5 kn,16.1 kn,17.4 kn
2026-03-15 18:00:00,14.6 kn,15.9 kn,16.4 kn
2026-03-15 19:00:00,14.6 kn,15.3 kn,15.7 kn
2026-03-15 20:00:00,11.6 kn,14.0 kn,15.3 kn
2026-03-15 21:00:00,9.93 kn,11.9 kn,13.1 kn
2026-03-15 22:00:00,9.89 kn,11.2 kn,13.7 kn
2026-03-15 23:00:00,11.8 kn,12.9 kn,14.1 kn
2026-03-16 00:00:00,9.60 kn,10.6 kn,11.8 kn
2026-03-16 01:00:00,8.07 kn,8.91 kn,9.62 kn
2026-03-16 02:00:00,7.04 kn,8.52 kn,9.66 kn
2026-03-16 03:00:00,7.64 kn,9.13 kn,10.6 kn
2026-03-16 04:00:00,5.36 kn,6.74 kn,9.02 kn
2026-03-16 05:00:00,3.81 kn,5.04 kn,6.08 kn
2026-03-16 06:00:00,5.56 kn,6.46 kn,7.89 kn
2026-03-16 07:00:00,6.67 kn,7.40 kn,7.95 kn
2026-03-16 08:00:00,5.35 kn,6.80 kn,7.68 kn
2026-03-16 09:00:00,7.13 kn,7.65 kn,8.38 kn
2026-03-16 10:00:00,5.58 kn,6.30 kn,7.64 kn
2026-03-16 11:00:00,6.43 kn,6.90 kn,7.79 kn
2026-03-16 12:00:00,7.97 kn,10.0 kn,11.4 kn
2026-03-16 13:00:00,9.64 kn,10.8 kn,11.7 kn
2026-03-16 14:00:00,5.54 kn,6.94 kn,9.64 kn
2026-03-16 15:00:00,6.69 kn,11.1 kn,13.6 kn
2026-03-16 16:00:00,10.9 kn,11.7 kn,13.3 kn
2026-03-16 17:00:00,9.97 kn,11.0 kn,11.5 kn
2026-03-16 18:00:00,8.90 kn,10.0 kn,10.7 kn
2026-03-16 19:00:00,9.16 kn,9.91 kn,11.3 kn
2026-03-16 20:00:00,8.90 kn,10.1 kn,11.1 kn
2026-03-16 21:00:00,9.84 kn,11.1 kn,12.0 kn
2026-03-16 22:00:00,7.62 kn,9.73 kn,10.7 kn
2026-03-16 23:00:00,6.88 kn,7.29 kn,7.76 kn
2026-03-17 00:00:00,7.10 kn,7.97 kn,8.53 kn
2026-03-17 01:00:00,6.94 kn,7.46 kn,8.14 kn
2026-03-17 02:00:00,7.81 kn,8.38 kn,8.94 kn
2026-03-17 03:00:00,6.01 kn,7.57 kn,8.98 kn
2026-03-17 04:00:00,4.90 kn,6.24 kn,6.98 kn
2026-03-17 05:00:00,3.44 kn,4.24 kn,4.90 kn
2026-03-17 06:00:00,3.38 kn,3.92 kn,4.61 kn
2026-03-17 07:00:00,3.75 kn,5.26 kn,7.15 kn
2026-03-17 08:00:00,5.15 kn,6.07 kn,6.61 kn
2026-03-17 09:00:00,4.55 kn,5.32 kn,6.43 kn
2026-03-17 10:00:00,5.29 kn,5.98 kn,7.00 kn
2026-03-17 11:00:00,7.00 kn,9.35 kn,11.0 kn
2026-03-17 12:00:00,8.48 kn,8.71 kn,9.06 kn
2026-03-17 13:00:00,8.40 kn,10.4 kn,13.0 kn
2026-03-17 14:00:00,13.0 kn,14.7 kn,15.9 kn
2026-03-17 15:00:00,12.1 kn,13.7 kn,14.9 kn
2026-03-17 16:00:00,11.8 kn,12.9 kn,14.0 kn
2026-03-17 17:00:00,13.7 kn,14.4 kn,14.8 kn
2026-03-17 18:00:00,14.0 kn,15.3 kn,16.3 kn
2026-03-17 19:00:00,13.9 kn,14.3 kn,14.9 kn
2026-03-17 20:00:00,10.7 kn,12.5 kn,14.6 kn
2026-03-17 21:00:00,10.4 kn,11.2 kn,11.8 kn
2026-03-17 22:00:00,9.45 kn,10.6 kn,11.3 kn
2026-03-17 23:00:00,10.5 kn,11.6 kn,13.0 kn
2026-03-18 00:00:00,10.2 kn,12.0 kn,13.5 kn
2026-03-18 01:00:00,9.87 kn,10.5 kn,11.3 kn
2026-03-18 02:00:00,8.55 kn,9.43 kn,10.3 kn
2026-03-18 03:00:00,8.57 kn,11.1 kn,13.2 kn
2026-03-18 04:00:00,11.2 kn,12.5 kn,13.2 kn
2026-03-18 05:00:00,8.11 kn,9.01 kn,11.2 kn
2026-03-18 06:00:00,5.17 kn,6.78 kn,8.28 kn
2026-03-18 07:00:00,4.16 kn,5.21 kn,5.97 kn
2026-03-18 08:00:00,5.68 kn,6.43 kn,7.70 kn
2026-03-18 09:00:00,4.06 kn,4.94 kn,6.06 kn
2026-03-18 10:00:00,1.09 kn,2.85 kn,4.80 kn
2026-03-18 11:00:00,1.09 kn,2.20 kn,3.05 kn
