"Time","POB","VPB 1","Core Load Switches","Payload Load Switches","Motor"
2026-02-19 03:00:00,-6.81 Wh,-4.79 Wh,-29.5 Wh,-4.53 Wh,-44.4 Wh
2026-02-19 04:00:00,-6.24 Wh,-4.83 Wh,-28.8 Wh,-4.53 Wh,-70.4 Wh
2026-02-19 05:00:00,-6.48 Wh,-4.71 Wh,-29.2 Wh,-4.52 Wh,-70.2 Wh
2026-02-19 06:00:00,-6.16 Wh,-4.77 Wh,-29.4 Wh,-4.50 Wh,-20.6 Wh
2026-02-19 07:00:00,-6.23 Wh,-4.74 Wh,-28.7 Wh,-4.51 Wh,-59.6 Wh
2026-02-19 08:00:00,-6.34 Wh,-4.71 Wh,-26.9 Wh,-4.54 Wh,-55.5 Wh
2026-02-19 09:00:00,-6.48 Wh,-4.62 Wh,-27.2 Wh,-4.53 Wh,-74.2 Wh
2026-02-19 10:00:00,-6.44 Wh,-4.64 Wh,-27.3 Wh,-4.54 Wh,-82.4 Wh
2026-02-19 11:00:00,-6.43 Wh,-4.66 Wh,-26.9 Wh,-4.51 Wh,-95.9 Wh
2026-02-19 12:00:00,-6.67 Wh,-4.59 Wh,-27.1 Wh,-4.53 Wh,-77.6 Wh
2026-02-19 13:00:00,-6.10 Wh,-4.59 Wh,-27.0 Wh,-4.52 Wh,-34.2 Wh
2026-02-19 14:00:00,-6.09 Wh,-4.48 Wh,-27.8 Wh,-4.53 Wh,-24.0 Wh
2026-02-19 15:00:00,-6.42 Wh,-4.65 Wh,-27.3 Wh,-4.52 Wh,-39.4 Wh
2026-02-19 16:00:00,-6.21 Wh,-4.65 Wh,-27.6 Wh,-4.55 Wh,-49.2 Wh
2026-02-19 17:00:00,-6.08 Wh,-4.77 Wh,-27.9 Wh,-4.49 Wh,-49.5 Wh
2026-02-19 18:00:00,-6.53 Wh,-4.60 Wh,-27.4 Wh,-4.52 Wh,-57.4 Wh
2026-02-19 19:00:00,-6.33 Wh,-4.67 Wh,-26.9 Wh,-4.49 Wh,-59.1 Wh
2026-02-19 20:00:00,-6.28 Wh,-4.63 Wh,-26.3 Wh,-4.34 Wh,-73.1 Wh
2026-02-19 21:00:00,-6.19 Wh,-4.87 Wh,-26.0 Wh,-4.34 Wh,-46.0 Wh
2026-02-19 22:00:00,-6.11 Wh,-4.93 Wh,-25.7 Wh,-4.34 Wh,-46.6 Wh
2026-02-19 23:00:00,-6.44 Wh,-4.83 Wh,-25.7 Wh,-4.35 Wh,-22.8 Wh
2026-02-20 00:00:00,-6.63 Wh,-4.79 Wh,-27.7 Wh,-4.34 Wh,-23.1 Wh
2026-02-20 01:00:00,-6.18 Wh,-4.76 Wh,-27.9 Wh,-4.33 Wh,-25.0 Wh
2026-02-20 02:00:00,-6.70 Wh,-4.73 Wh,-27.5 Wh,-4.33 Wh,-36.2 Wh
2026-02-20 03:00:00,-6.33 Wh,-4.63 Wh,-27.7 Wh,-4.35 Wh,-41.2 Wh
2026-02-20 04:00:00,-6.56 Wh,-4.57 Wh,-27.4 Wh,-4.34 Wh,-42.7 Wh
2026-02-20 05:00:00,-6.35 Wh,-4.57 Wh,-27.5 Wh,-4.34 Wh,-45.3 Wh
2026-02-20 06:00:00,-6.39 Wh,-4.57 Wh,-27.5 Wh,-4.34 Wh,-45.2 Wh
2026-02-20 07:00:00,-6.41 Wh,-4.63 Wh,-27.5 Wh,-4.35 Wh,-50.0 Wh
2026-02-20 08:00:00,-5.42 Wh,-4.67 Wh,-29.1 Wh,-4.49 Wh,-16.4 Wh
2026-02-20 09:00:00,-4.17 Wh,-4.79 Wh,-28.8 Wh,-4.51 Wh,0 Wh
2026-02-20 10:00:00,-4.23 Wh,-4.90 Wh,-29.2 Wh,-4.49 Wh,-1.63 Wh
2026-02-20 11:00:00,-6.36 Wh,-4.84 Wh,-28.7 Wh,-4.59 Wh,-20.3 Wh
2026-02-20 12:00:00,-6.58 Wh,-4.73 Wh,-28.9 Wh,-4.55 Wh,-21.3 Wh
2026-02-20 13:00:00,-5.52 Wh,-4.62 Wh,-28.0 Wh,-4.59 Wh,-12.8 Wh
2026-02-20 14:00:00,-4.17 Wh,-4.73 Wh,-28.4 Wh,-4.56 Wh,0 Wh
2026-02-20 15:00:00,-4.15 Wh,-4.63 Wh,-29.1 Wh,-4.58 Wh,0 Wh
2026-02-20 16:00:00,-4.12 Wh,-4.69 Wh,-29.1 Wh,-4.60 Wh,0 Wh
2026-02-20 17:00:00,-4.14 Wh,-4.74 Wh,-29.3 Wh,-4.56 Wh,0 Wh
2026-02-20 18:00:00,-4.14 Wh,-4.80 Wh,-30.7 Wh,-4.50 Wh,0 Wh
2026-02-20 19:00:00,-4.16 Wh,-4.73 Wh,-30.0 Wh,-4.52 Wh,0 Wh
2026-02-20 20:00:00,-4.16 Wh,-4.69 Wh,-30.3 Wh,-4.46 Wh,0 Wh
2026-02-20 21:00:00,-5.73 Wh,-4.69 Wh,-29.9 Wh,-4.50 Wh,-14.6 Wh
2026-02-20 22:00:00,-4.65 Wh,-4.72 Wh,-30.3 Wh,-4.48 Wh,-4.07 Wh
2026-02-20 23:00:00,-4.17 Wh,-4.69 Wh,-30.4 Wh,-4.52 Wh,0 Wh
2026-02-21 00:00:00,-4.17 Wh,-4.63 Wh,-29.7 Wh,-4.48 Wh,0 Wh
2026-02-21 01:00:00,-4.20 Wh,-4.57 Wh,-29.3 Wh,-4.49 Wh,0 Wh
2026-02-21 02:00:00,-4.17 Wh,-4.62 Wh,-29.7 Wh,-4.47 Wh,-11.5 mWh
2026-02-21 03:00:00,-4.15 Wh,-4.72 Wh,-29.1 Wh,-4.49 Wh,-9.18 mWh
2026-02-21 04:00:00,-4.16 Wh,-4.81 Wh,-29.6 Wh,-4.48 Wh,0 Wh
2026-02-21 05:00:00,-4.15 Wh,-4.84 Wh,-29.3 Wh,-4.49 Wh,0 Wh
2026-02-21 06:00:00,-4.15 Wh,-4.69 Wh,-29.7 Wh,-4.47 Wh,0 Wh
2026-02-21 07:00:00,-4.15 Wh,-4.68 Wh,-28.2 Wh,-4.46 Wh,0 Wh
2026-02-21 08:00:00,-4.12 Wh,-4.66 Wh,-28.1 Wh,-4.50 Wh,0 Wh
2026-02-21 09:00:00,-5.15 Wh,-4.63 Wh,-27.9 Wh,-4.49 Wh,-13.2 Wh
2026-02-21 10:00:00,-6.52 Wh,-4.61 Wh,-28.3 Wh,-4.54 Wh,-37.7 Wh
2026-02-21 11:00:00,-6.38 Wh,-4.63 Wh,-28.7 Wh,-4.54 Wh,-38.8 Wh
2026-02-21 12:00:00,-6.51 Wh,-4.52 Wh,-29.1 Wh,-4.54 Wh,-41.8 Wh
2026-02-21 13:00:00,-6.72 Wh,-4.55 Wh,-28.1 Wh,-4.54 Wh,-41.4 Wh
2026-02-21 14:00:00,-6.64 Wh,-4.57 Wh,-28.8 Wh,-4.53 Wh,-41.6 Wh
2026-02-21 15:00:00,-6.63 Wh,-4.65 Wh,-28.7 Wh,-4.56 Wh,-71.0 Wh
2026-02-21 16:00:00,-6.67 Wh,-4.56 Wh,-29.3 Wh,-4.54 Wh,-75.9 Wh
2026-02-21 17:00:00,-6.31 Wh,-4.62 Wh,-30.1 Wh,-4.54 Wh,-57.9 Wh
2026-02-21 18:00:00,-6.26 Wh,-4.56 Wh,-29.7 Wh,-4.52 Wh,-41.4 Wh
2026-02-21 19:00:00,-6.47 Wh,-4.54 Wh,-29.9 Wh,-4.56 Wh,-35.7 Wh
2026-02-21 20:00:00,-6.55 Wh,-4.57 Wh,-30.1 Wh,-4.51 Wh,-29.6 Wh
2026-02-21 21:00:00,-6.06 Wh,-4.48 Wh,-30.0 Wh,-4.53 Wh,-20.7 Wh
2026-02-21 22:00:00,-6.63 Wh,-4.55 Wh,-30.1 Wh,-4.50 Wh,-26.3 Wh
2026-02-21 23:00:00,-6.73 Wh,-4.47 Wh,-29.9 Wh,-4.54 Wh,-25.8 Wh
2026-02-22 00:00:00,-6.29 Wh,-4.61 Wh,-29.2 Wh,-4.52 Wh,-18.6 Wh
2026-02-22 01:00:00,-4.74 Wh,-4.64 Wh,-29.3 Wh,-4.53 Wh,-7.46 Wh
2026-02-22 02:00:00,-5.13 Wh,-4.55 Wh,-28.7 Wh,-4.48 Wh,-12.2 Wh
2026-02-22 03:00:00,-5.48 Wh,-4.26 Wh,,-4.59 Wh,-56.4 Wh
2026-02-22 04:00:00,-6.40 Wh,-4.16 Wh,,-4.62 Wh,-50.8 Wh
2026-02-22 05:00:00,-7.03 Wh,-4.18 Wh,,-4.49 Wh,-46.8 Wh
2026-02-22 06:00:00,-5.60 Wh,-4.21 Wh,,-4.45 Wh,-51.0 Wh
2026-02-22 07:00:00,-6.44 Wh,-4.38 Wh,,-4.58 Wh,-47.0 Wh
2026-02-22 08:00:00,-7.27 Wh,-4.25 Wh,-28.1 Wh,-4.53 Wh,-52.2 Wh
2026-02-22 09:00:00,-6.29 Wh,-4.10 Wh,,-4.49 Wh,-57.1 Wh
2026-02-22 10:00:00,-6.48 Wh,-4.73 Wh,,-4.47 Wh,-56.9 Wh
2026-02-22 11:00:00,-7.07 Wh,-4.69 Wh,,-4.57 Wh,-58.9 Wh
2026-02-22 12:00:00,-6.16 Wh,-4.61 Wh,,-4.44 Wh,-57.1 Wh
2026-02-22 13:00:00,-6.81 Wh,-4.32 Wh,,-4.62 Wh,-57.5 Wh
2026-02-22 14:00:00,-6.60 Wh,-4.54 Wh,-27.9 Wh,-4.59 Wh,-54.9 Wh
2026-02-22 15:00:00,-6.66 Wh,-4.64 Wh,-28.1 Wh,-4.61 Wh,-54.1 Wh
2026-02-22 16:00:00,-6.55 Wh,-4.64 Wh,-28.0 Wh,-4.57 Wh,-31.2 Wh
2026-02-22 17:00:00,-6.59 Wh,-4.59 Wh,-27.5 Wh,-4.59 Wh,-31.4 Wh
2026-02-22 18:00:00,-6.52 Wh,-4.60 Wh,-28.9 Wh,-4.55 Wh,-30.2 Wh
2026-02-22 19:00:00,-6.71 Wh,-4.64 Wh,-29.2 Wh,-4.57 Wh,-21.6 Wh
2026-02-22 20:00:00,-5.37 Wh,-4.51 Wh,-28.8 Wh,-4.55 Wh,-11.0 Wh
2026-02-22 21:00:00,-4.09 Wh,-4.50 Wh,-28.9 Wh,-4.56 Wh,0 Wh
2026-02-22 22:00:00,-4.09 Wh,-4.54 Wh,-28.8 Wh,-4.55 Wh,0 Wh
2026-02-22 23:00:00,-4.11 Wh,-4.49 Wh,-29.0 Wh,-4.54 Wh,0 Wh
2026-02-23 00:00:00,-5.71 Wh,-4.51 Wh,-28.7 Wh,-4.56 Wh,-11.2 Wh
2026-02-23 01:00:00,-6.44 Wh,-4.60 Wh,-29.1 Wh,-4.55 Wh,-21.6 Wh
2026-02-23 02:00:00,-6.31 Wh,-4.50 Wh,-28.8 Wh,-4.58 Wh,-22.1 Wh
2026-02-23 03:00:00,-6.50 Wh,-4.51 Wh,-29.1 Wh,-4.55 Wh,-23.4 Wh
2026-02-23 04:00:00,-6.24 Wh,-4.50 Wh,-28.8 Wh,-4.57 Wh,-21.8 Wh
2026-02-23 05:00:00,-4.11 Wh,-4.54 Wh,-29.1 Wh,-4.54 Wh,-810 mWh
2026-02-23 06:00:00,-4.26 Wh,-4.51 Wh,-28.9 Wh,-4.57 Wh,-6.14 Wh
2026-02-23 07:00:00,-4.10 Wh,-4.61 Wh,-29.3 Wh,-4.54 Wh,0 Wh
2026-02-23 08:00:00,-5.30 Wh,-4.58 Wh,-28.9 Wh,-4.55 Wh,-32.5 Wh
2026-02-23 09:00:00,-4.06 Wh,-4.51 Wh,-28.8 Wh,-4.54 Wh,0 Wh
2026-02-23 10:00:00,-4.08 Wh,-4.55 Wh,-29.1 Wh,-4.55 Wh,0 Wh
2026-02-23 11:00:00,-4.08 Wh,-4.52 Wh,-28.4 Wh,-4.59 Wh,0 Wh
2026-02-23 12:00:00,-4.05 Wh,-4.48 Wh,-28.2 Wh,-4.57 Wh,0 Wh
2026-02-23 13:00:00,-5.53 Wh,-4.64 Wh,-28.8 Wh,-4.62 Wh,-20.5 Wh
2026-02-23 14:00:00,-5.89 Wh,-4.62 Wh,-29.3 Wh,-4.60 Wh,-22.8 Wh
2026-02-23 15:00:00,-4.07 Wh,-4.50 Wh,-28.4 Wh,-4.57 Wh,0 Wh
2026-02-23 16:00:00,-4.08 Wh,-4.79 Wh,-28.8 Wh,-4.57 Wh,0 Wh
2026-02-23 17:00:00,-4.07 Wh,-4.88 Wh,-28.0 Wh,-4.55 Wh,0 Wh
2026-02-23 18:00:00,-6.06 Wh,-4.56 Wh,-28.5 Wh,-4.60 Wh,-22.9 Wh
2026-02-23 19:00:00,-6.21 Wh,-4.60 Wh,-28.6 Wh,-4.57 Wh,-23.8 Wh
2026-02-23 20:00:00,-5.51 Wh,-4.59 Wh,-28.6 Wh,-4.54 Wh,-16.1 Wh
2026-02-23 21:00:00,-4.07 Wh,-4.58 Wh,-29.6 Wh,-4.55 Wh,0 Wh
2026-02-23 22:00:00,-4.09 Wh,-4.55 Wh,-30.1 Wh,-4.53 Wh,0 Wh
2026-02-23 23:00:00,-4.06 Wh,-4.53 Wh,-30.4 Wh,-4.57 Wh,0 Wh
2026-02-24 00:00:00,-4.08 Wh,-4.53 Wh,-29.9 Wh,-4.52 Wh,0 Wh
2026-02-24 01:00:00,-4.08 Wh,-4.51 Wh,-30.3 Wh,-4.56 Wh,0 Wh
2026-02-24 02:00:00,-6.23 Wh,-4.50 Wh,-30.0 Wh,-4.53 Wh,-24.4 Wh
2026-02-24 03:00:00,-6.44 Wh,-4.46 Wh,-30.1 Wh,-4.56 Wh,-26.2 Wh
2026-02-24 04:00:00,-6.49 Wh,-4.46 Wh,-30.9 Wh,-4.54 Wh,-38.3 Wh
2026-02-24 05:00:00,-6.09 Wh,-4.57 Wh,-28.4 Wh,-4.48 Wh,-17.4 Wh
2026-02-24 06:00:00,-4.01 Wh,-4.56 Wh,-28.9 Wh,-4.54 Wh,0 Wh
2026-02-24 07:00:00,-4.10 Wh,-4.59 Wh,-28.7 Wh,-4.55 Wh,-767 mWh
2026-02-24 08:00:00,-5.33 Wh,-4.55 Wh,-28.5 Wh,-4.53 Wh,-22.8 Wh
2026-02-24 09:00:00,-6.46 Wh,-4.53 Wh,-28.2 Wh,-4.54 Wh,-40.1 Wh
2026-02-24 10:00:00,-5.74 Wh,-4.52 Wh,-28.6 Wh,-4.61 Wh,-27.8 Wh
2026-02-24 11:00:00,-4.02 Wh,-4.46 Wh,-28.2 Wh,-4.57 Wh,0 Wh
2026-02-24 12:00:00,-4.07 Wh,-4.47 Wh,,-4.65 Wh,0 Wh
2026-02-24 13:00:00,-3.85 Wh,-4.37 Wh,,-4.45 Wh,0 Wh
2026-02-24 14:00:00,-5.86 Wh,-4.44 Wh,,-4.45 Wh,-23.1 Wh
2026-02-24 15:00:00,-5.66 Wh,-4.50 Wh,-26.2 Wh,-4.61 Wh,-26.7 Wh
2026-02-24 16:00:00,-7.13 Wh,-4.94 Wh,-27.6 Wh,-4.50 Wh,-33.3 Wh
2026-02-24 17:00:00,-6.53 Wh,-4.43 Wh,-26.6 Wh,-4.56 Wh,-33.8 Wh
2026-02-24 18:00:00,-6.52 Wh,-4.43 Wh,-26.5 Wh,-4.58 Wh,-40.0 Wh
2026-02-24 19:00:00,-6.27 Wh,-4.48 Wh,-26.9 Wh,-4.54 Wh,-39.7 Wh
2026-02-24 20:00:00,-6.58 Wh,-4.45 Wh,-26.7 Wh,-4.56 Wh,-39.6 Wh
2026-02-24 21:00:00,-6.47 Wh,-4.47 Wh,-26.9 Wh,-4.54 Wh,-39.8 Wh
2026-02-24 22:00:00,-4.44 Wh,-4.51 Wh,-26.9 Wh,-4.54 Wh,-8.68 Wh
2026-02-24 23:00:00,-4.04 Wh,-4.48 Wh,-27.5 Wh,-4.54 Wh,0 Wh
2026-02-25 00:00:00,-4.70 Wh,-4.53 Wh,-30.1 Wh,-4.53 Wh,-12.9 Wh
2026-02-25 01:00:00,-6.47 Wh,-4.58 Wh,-29.9 Wh,-4.53 Wh,-51.9 Wh
2026-02-25 02:00:00,-4.42 Wh,-4.46 Wh,-30.3 Wh,-4.55 Wh,-9.69 Wh
2026-02-25 03:00:00,-4.03 Wh,-4.36 Wh,-29.9 Wh,-4.55 Wh,0 Wh
2026-02-25 04:00:00,-4.05 Wh,-4.30 Wh,-30.0 Wh,-4.52 Wh,0 Wh
2026-02-25 05:00:00,-4.82 Wh,-4.38 Wh,-30.5 Wh,-4.54 Wh,-17.5 Wh
2026-02-25 06:00:00,-5.10 Wh,-4.44 Wh,-30.1 Wh,-4.54 Wh,-21.8 Wh
2026-02-25 07:00:00,-4.01 Wh,-4.39 Wh,-29.2 Wh,-4.54 Wh,0 Wh
2026-02-25 08:00:00,-4.01 Wh,-4.40 Wh,-28.5 Wh,-4.55 Wh,0 Wh
2026-02-25 09:00:00,-4.02 Wh,-4.33 Wh,-29.1 Wh,-4.53 Wh,0 Wh
2026-02-25 10:00:00,-4.02 Wh,-4.37 Wh,-29.0 Wh,-4.60 Wh,0 Wh
2026-02-25 11:00:00,-4.04 Wh,-4.34 Wh,-29.2 Wh,-4.59 Wh,0 Wh
2026-02-25 12:00:00,-4.01 Wh,-4.26 Wh,-29.2 Wh,-4.63 Wh,0 Wh
2026-02-25 13:00:00,-4.00 Wh,-4.29 Wh,-27.2 Wh,-4.67 Wh,0 Wh
2026-02-25 14:00:00,-4.01 Wh,-4.44 Wh,-28.2 Wh,-4.73 Wh,0 Wh
2026-02-25 15:00:00,-6.26 Wh,-4.89 Wh,-27.8 Wh,-4.59 Wh,-24.3 Wh
2026-02-25 16:00:00,-6.10 Wh,-4.82 Wh,-28.3 Wh,-4.62 Wh,-24.6 Wh
2026-02-25 17:00:00,-6.27 Wh,-4.59 Wh,-28.2 Wh,-4.59 Wh,-24.3 Wh
2026-02-25 18:00:00,-4.94 Wh,-4.47 Wh,-29.2 Wh,-4.57 Wh,-11.4 Wh
2026-02-25 19:00:00,-4.01 Wh,-4.49 Wh,-29.1 Wh,-4.56 Wh,-108 mWh
2026-02-25 20:00:00,-4.08 Wh,-4.67 Wh,-29.7 Wh,-4.55 Wh,-296 mWh
2026-02-25 21:00:00,-4.70 Wh,-4.79 Wh,-29.1 Wh,-4.54 Wh,-7.66 Wh
2026-02-25 22:00:00,-5.27 Wh,-5.14 Wh,-29.9 Wh,-4.56 Wh,-16.3 Wh
2026-02-25 23:00:00,-4.96 Wh,-5.05 Wh,-29.4 Wh,-4.55 Wh,-16.6 Wh
2026-02-26 00:00:00,-4.07 Wh,-4.77 Wh,-30.2 Wh,-4.53 Wh,0 Wh
2026-02-26 01:00:00,-5.88 Wh,-4.56 Wh,-28.8 Wh,-4.53 Wh,-34.4 Wh
2026-02-26 02:00:00,-5.44 Wh,-4.59 Wh,-29.4 Wh,-4.53 Wh,-30.5 Wh
2026-02-26 03:00:00,-4.01 Wh,-4.53 Wh,-29.0 Wh,-4.52 Wh,0 Wh
2026-02-26 04:00:00,-3.99 Wh,-4.64 Wh,-30.3 Wh,-4.50 Wh,0 Wh
2026-02-26 05:00:00,-4.02 Wh,-4.44 Wh,-28.7 Wh,-4.51 Wh,0 Wh
2026-02-26 06:00:00,-4.04 Wh,-4.44 Wh,-30.1 Wh,-4.51 Wh,0 Wh
2026-02-26 07:00:00,-4.02 Wh,-4.43 Wh,-29.1 Wh,-4.55 Wh,0 Wh
2026-02-26 08:00:00,-5.48 Wh,-4.36 Wh,-29.0 Wh,-4.54 Wh,-23.1 Wh
2026-02-26 09:00:00,-5.65 Wh,-4.35 Wh,-28.9 Wh,-4.60 Wh,-26.2 Wh
2026-02-26 10:00:00,-6.07 Wh,-4.40 Wh,-28.0 Wh,-4.57 Wh,-38.1 Wh
2026-02-26 11:00:00,-6.12 Wh,-4.41 Wh,-28.7 Wh,-4.57 Wh,-37.3 Wh
2026-02-26 12:00:00,-6.05 Wh,-4.77 Wh,-27.5 Wh,-4.62 Wh,-37.2 Wh
2026-02-26 13:00:00,-5.23 Wh,-4.99 Wh,-28.1 Wh,-4.58 Wh,-37.6 Wh
2026-02-26 14:00:00,-6.10 Wh,-4.71 Wh,-28.0 Wh,-4.63 Wh,-36.8 Wh
2026-02-26 15:00:00,-4.32 Wh,-4.59 Wh,-27.7 Wh,-4.58 Wh,-5.66 Wh
2026-02-26 16:00:00,-3.99 Wh,-4.48 Wh,-28.7 Wh,-4.59 Wh,0 Wh
2026-02-26 17:00:00,-5.40 Wh,-4.54 Wh,-27.8 Wh,-4.58 Wh,-23.0 Wh
2026-02-26 18:00:00,-3.69 Wh,-4.74 Wh,-28.9 Wh,-4.48 Wh,-9.43 Wh
2026-02-26 19:00:00,-6.53 Wh,-4.50 Wh,-29.6 Wh,-4.61 Wh,-46.6 Wh
2026-02-26 20:00:00,-6.38 Wh,-4.53 Wh,-28.9 Wh,-4.52 Wh,-62.5 Wh
2026-02-26 21:00:00,-6.51 Wh,-4.41 Wh,-28.8 Wh,-4.57 Wh,-62.1 Wh
2026-02-26 22:00:00,-6.68 Wh,-4.46 Wh,-28.7 Wh,-4.53 Wh,-63.0 Wh
2026-02-26 23:00:00,-6.52 Wh,-4.40 Wh,-29.0 Wh,-4.57 Wh,-62.0 Wh
2026-02-27 00:00:00,-6.66 Wh,-4.44 Wh,-37.4 Wh,-5.40 Wh,-62.0 Wh
2026-02-27 01:00:00,-6.23 Wh,-4.53 Wh,-39.7 Wh,-5.58 Wh,-45.6 Wh
2026-02-27 02:00:00,-4.12 Wh,-4.82 Wh,-39.0 Wh,-5.56 Wh,-815 mWh
2026-02-27 03:00:00,-3.99 Wh,-5.06 Wh,-39.7 Wh,-5.55 Wh,0 Wh
2026-02-27 04:00:00,-5.32 Wh,-4.82 Wh,-39.9 Wh,-5.55 Wh,-14.1 Wh
2026-02-27 05:00:00,-3.98 Wh,-4.52 Wh,-39.2 Wh,-5.54 Wh,0 Wh
2026-02-27 06:00:00,-4.09 Wh,-4.53 Wh,-40.4 Wh,-5.55 Wh,-1.69 Wh
2026-02-27 07:00:00,-5.41 Wh,-4.49 Wh,-39.2 Wh,-5.56 Wh,-17.5 Wh
2026-02-27 08:00:00,-4.92 Wh,-4.51 Wh,-39.0 Wh,-5.57 Wh,-44.1 Wh
2026-02-27 09:00:00,-6.11 Wh,-4.51 Wh,-39.0 Wh,-5.62 Wh,-201 Wh
2026-02-27 10:00:00,-4.94 Wh,-4.38 Wh,-38.9 Wh,-5.64 Wh,-252 Wh
