"Time","Motor"
2026-02-14 19:20:00,0 Wh
2026-02-14 19:30:00,74.4 Wh
2026-02-14 19:40:00,78.9 Wh
2026-02-14 19:50:00,78.2 Wh
2026-02-14 20:00:00,77.6 Wh
2026-02-14 20:10:00,78.0 Wh
2026-02-14 20:20:00,77.7 Wh
2026-02-14 20:30:00,26.8 Wh
2026-02-14 20:40:00,73.4 Wh
2026-02-14 20:50:00,56.2 Wh
2026-02-14 21:00:00,0 Wh
2026-02-14 21:10:00,0 Wh
2026-02-14 21:20:00,0 Wh
2026-02-14 21:30:00,0 Wh
2026-02-14 21:40:00,0 Wh
2026-02-14 21:50:00,0 Wh
2026-02-14 22:00:00,0 Wh
2026-02-14 22:10:00,0 Wh
2026-02-14 22:20:00,0 Wh
2026-02-14 22:30:00,0 Wh
2026-02-14 22:40:00,28.2 Wh
2026-02-14 22:50:00,78.8 Wh
2026-02-14 23:00:00,78.9 Wh
2026-02-14 23:10:00,78.4 Wh
2026-02-14 23:20:00,79.3 Wh
2026-02-14 23:30:00,41.0 Wh
2026-02-14 23:40:00,36.0 Wh
2026-02-14 23:50:00,35.9 Wh
2026-02-15 00:00:00,35.6 Wh
2026-02-15 00:10:00,35.8 Wh
2026-02-15 00:20:00,36.1 Wh
2026-02-15 00:30:00,35.8 Wh
2026-02-15 00:40:00,35.3 Wh
2026-02-15 00:50:00,35.7 Wh
2026-02-15 01:00:00,36.3 Wh
2026-02-15 01:10:00,36.1 Wh
2026-02-15 01:20:00,36.0 Wh
2026-02-15 01:30:00,35.8 Wh
2026-02-15 01:40:00,29.3 Wh
2026-02-15 01:50:00,0 Wh
2026-02-15 02:00:00,0 Wh
2026-02-15 02:10:00,0 Wh
2026-02-15 02:20:00,0 Wh
2026-02-15 02:30:00,0 Wh
2026-02-15 02:40:00,0 Wh
2026-02-15 02:50:00,0 Wh
2026-02-15 03:00:00,0 Wh
2026-02-15 03:10:00,0 Wh
2026-02-15 03:20:00,0 Wh
2026-02-15 03:30:00,19.4 Wh
2026-02-15 03:40:00,114 Wh
2026-02-15 03:50:00,120 Wh
2026-02-15 04:00:00,120 Wh
2026-02-15 04:10:00,121 Wh
2026-02-15 04:20:00,120 Wh
2026-02-15 04:30:00,121 Wh
2026-02-15 04:40:00,120 Wh
2026-02-15 04:50:00,83.5 Wh
2026-02-15 05:00:00,49.9 Wh
2026-02-15 05:10:00,50.1 Wh
2026-02-15 05:20:00,50.1 Wh
2026-02-15 05:30:00,49.5 Wh
2026-02-15 05:40:00,49.9 Wh
2026-02-15 05:50:00,49.7 Wh
2026-02-15 06:00:00,49.7 Wh
2026-02-15 06:10:00,49.5 Wh
2026-02-15 06:20:00,50.3 Wh
2026-02-15 06:30:00,49.9 Wh
2026-02-15 06:40:00,49.8 Wh
2026-02-15 06:50:00,50.2 Wh
2026-02-15 07:00:00,50.0 Wh
2026-02-15 07:10:00,49.2 Wh
2026-02-15 07:20:00,45.3 Wh
2026-02-15 07:30:00,45.1 Wh
2026-02-15 07:40:00,45.0 Wh
2026-02-15 07:50:00,45.2 Wh
2026-02-15 08:00:00,45.5 Wh
2026-02-15 08:10:00,45.5 Wh
2026-02-15 08:20:00,45.4 Wh
2026-02-15 08:30:00,51.4 Wh
2026-02-15 08:40:00,61.4 Wh
2026-02-15 08:50:00,62.9 Wh
2026-02-15 09:00:00,67.4 Wh
2026-02-15 09:10:00,66.9 Wh
2026-02-15 09:20:00,66.2 Wh
2026-02-15 09:30:00,72.2 Wh
2026-02-15 09:40:00,84.9 Wh
2026-02-15 09:50:00,93.8 Wh
2026-02-15 10:00:00,95.9 Wh
2026-02-15 10:10:00,95.9 Wh
2026-02-15 10:20:00,96.0 Wh
2026-02-15 10:30:00,97.2 Wh
2026-02-15 10:40:00,103 Wh
2026-02-15 10:50:00,106 Wh
2026-02-15 11:00:00,106 Wh
2026-02-15 11:10:00,106 Wh
2026-02-15 11:20:00,108 Wh
2026-02-15 11:30:00,108 Wh
2026-02-15 11:40:00,105 Wh
2026-02-15 11:50:00,109 Wh
2026-02-15 12:00:00,109 Wh
2026-02-15 12:10:00,107 Wh
2026-02-15 12:20:00,107 Wh
2026-02-15 12:30:00,107 Wh
2026-02-15 12:40:00,107 Wh
2026-02-15 12:50:00,110 Wh
2026-02-15 13:00:00,125 Wh
2026-02-15 13:10:00,126 Wh
2026-02-15 13:20:00,128 Wh
2026-02-15 13:30:00,128 Wh
2026-02-15 13:40:00,129 Wh
2026-02-15 13:50:00,128 Wh
2026-02-15 14:00:00,115 Wh
2026-02-15 14:10:00,86.1 Wh
2026-02-15 14:20:00,82.9 Wh
2026-02-15 14:30:00,82.9 Wh
2026-02-15 14:40:00,82.3 Wh
2026-02-15 14:50:00,80.7 Wh
2026-02-15 15:00:00,80.0 Wh
2026-02-15 15:10:00,47.7 Wh
2026-02-15 15:20:00,0 Wh
2026-02-15 15:30:00,0 Wh
2026-02-15 15:40:00,0 Wh
2026-02-15 15:50:00,0 Wh
