"Time","Min","Average","Max"
2026-02-14 08:00:00,1.32 kn,3.17 kn,4.96 kn
2026-02-14 08:30:00,3.30 kn,4.36 kn,4.98 kn
2026-02-14 09:00:00,3.52 kn,5.22 kn,6.38 kn
2026-02-14 09:30:00,5.27 kn,6.61 kn,7.25 kn
2026-02-14 10:00:00,6.67 kn,8.00 kn,8.86 kn
2026-02-14 10:30:00,7.29 kn,8.29 kn,9.21 kn
2026-02-14 11:00:00,8.73 kn,9.77 kn,10.9 kn
2026-02-14 11:30:00,10.7 kn,11.7 kn,12.2 kn
2026-02-14 12:00:00,11.6 kn,12.2 kn,12.7 kn
2026-02-14 12:30:00,11.0 kn,11.7 kn,12.7 kn
2026-02-14 13:00:00,11.6 kn,13.9 kn,15.2 kn
2026-02-14 13:30:00,14.4 kn,15.2 kn,15.8 kn
2026-02-14 14:00:00,13.5 kn,14.2 kn,14.8 kn
2026-02-14 14:30:00,13.9 kn,14.8 kn,15.8 kn
2026-02-14 15:00:00,15.7 kn,16.5 kn,17.6 kn
2026-02-14 15:30:00,15.6 kn,16.0 kn,16.5 kn
2026-02-14 16:00:00,16.0 kn,16.7 kn,17.1 kn
2026-02-14 16:30:00,16.0 kn,16.9 kn,17.7 kn
2026-02-14 17:00:00,15.9 kn,16.3 kn,16.7 kn
2026-02-14 17:30:00,14.8 kn,15.7 kn,16.3 kn
2026-02-14 18:00:00,16.0 kn,18.7 kn,21.7 kn
2026-02-14 18:30:00,21.7 kn,22.8 kn,24.0 kn
2026-02-14 19:00:00,21.3 kn,23.1 kn,23.8 kn
2026-02-14 19:30:00,19.9 kn,21.1 kn,22.7 kn
2026-02-14 20:00:00,17.4 kn,18.7 kn,19.9 kn
2026-02-14 20:30:00,16.9 kn,19.5 kn,20.9 kn
2026-02-14 21:00:00,19.4 kn,20.0 kn,20.7 kn
2026-02-14 21:30:00,20.2 kn,21.5 kn,22.1 kn
2026-02-14 22:00:00,20.2 kn,21.0 kn,21.7 kn
2026-02-14 22:30:00,19.9 kn,20.9 kn,21.7 kn
2026-02-14 23:00:00,18.5 kn,19.8 kn,20.5 kn
2026-02-14 23:30:00,19.7 kn,20.3 kn,21.1 kn
2026-02-15 00:00:00,18.5 kn,19.6 kn,21.3 kn
2026-02-15 00:30:00,17.4 kn,19.0 kn,21.0 kn
2026-02-15 01:00:00,19.7 kn,21.3 kn,22.1 kn
2026-02-15 01:30:00,18.3 kn,19.8 kn,22.3 kn
2026-02-15 02:00:00,20.8 kn,21.7 kn,22.4 kn
2026-02-15 02:30:00,20.7 kn,21.2 kn,21.6 kn
2026-02-15 03:00:00,19.0 kn,20.0 kn,21.1 kn
2026-02-15 03:30:00,18.6 kn,19.5 kn,20.5 kn
2026-02-15 04:00:00,18.7 kn,19.8 kn,21.0 kn
2026-02-15 04:30:00,18.8 kn,20.3 kn,21.2 kn
2026-02-15 05:00:00,19.3 kn,20.1 kn,20.9 kn
2026-02-15 05:30:00,19.9 kn,20.4 kn,20.8 kn
2026-02-15 06:00:00,20.5 kn,21.5 kn,22.4 kn
2026-02-15 06:30:00,22.0 kn,22.3 kn,22.6 kn
2026-02-15 07:00:00,20.9 kn,21.9 kn,22.8 kn
2026-02-15 07:30:00,21.0 kn,21.6 kn,22.2 kn
2026-02-15 08:00:00,21.7 kn,22.5 kn,23.5 kn
2026-02-15 08:30:00,22.0 kn,22.5 kn,23.2 kn
2026-02-15 09:00:00,20.7 kn,21.6 kn,22.4 kn
2026-02-15 09:30:00,18.8 kn,20.9 kn,21.8 kn
2026-02-15 10:00:00,18.7 kn,20.3 kn,21.7 kn
2026-02-15 10:30:00,21.5 kn,22.8 kn,23.6 kn
2026-02-15 11:00:00,22.5 kn,23.2 kn,25.4 kn
2026-02-15 11:30:00,16.9 kn,22.1 kn,26.1 kn
2026-02-15 12:00:00,21.7 kn,23.5 kn,25.6 kn
2026-02-15 12:30:00,22.8 kn,23.7 kn,24.5 kn
2026-02-15 13:00:00,22.0 kn,22.9 kn,23.6 kn
2026-02-15 13:30:00,22.2 kn,23.1 kn,23.8 kn
2026-02-15 14:00:00,18.7 kn,21.3 kn,22.7 kn
2026-02-15 14:30:00,18.0 kn,21.3 kn,22.8 kn
2026-02-15 15:00:00,21.3 kn,22.9 kn,24.4 kn
2026-02-15 15:30:00,22.5 kn,23.9 kn,25.5 kn
2026-02-15 16:00:00,23.2 kn,26.5 kn,28.1 kn
2026-02-15 16:30:00,24.1 kn,25.9 kn,27.2 kn
2026-02-15 17:00:00,25.1 kn,26.6 kn,28.1 kn
2026-02-15 17:30:00,20.6 kn,23.9 kn,27.6 kn
2026-02-15 18:00:00,20.7 kn,22.0 kn,23.2 kn
2026-02-15 18:30:00,14.8 kn,16.8 kn,20.7 kn
2026-02-15 19:00:00,16.0 kn,18.2 kn,19.4 kn
2026-02-15 19:30:00,17.3 kn,18.7 kn,20.0 kn
2026-02-15 20:00:00,17.7 kn,18.8 kn,19.6 kn
2026-02-15 20:30:00,11.8 kn,15.8 kn,19.3 kn
2026-02-15 21:00:00,11.8 kn,16.7 kn,19.1 kn
2026-02-15 21:30:00,19.4 kn,20.9 kn,21.7 kn
2026-02-15 22:00:00,16.4 kn,18.8 kn,20.5 kn
2026-02-15 22:30:00,16.4 kn,18.1 kn,19.7 kn
2026-02-15 23:00:00,12.3 kn,16.3 kn,18.1 kn
2026-02-15 23:30:00,8.65 kn,10.3 kn,13.4 kn
2026-02-16 00:00:00,12.6 kn,14.2 kn,15.6 kn
2026-02-16 00:30:00,8.22 kn,10.1 kn,12.6 kn
2026-02-16 01:00:00,7.13 kn,7.55 kn,8.22 kn
2026-02-16 01:30:00,6.08 kn,7.05 kn,8.57 kn
2026-02-16 02:00:00,3.85 kn,6.52 kn,8.84 kn
2026-02-16 02:30:00,2.95 kn,3.67 kn,4.41 kn
2026-02-16 03:00:00,2.45 kn,3.18 kn,4.24 kn
2026-02-16 03:30:00,3.11 kn,5.20 kn,6.82 kn
2026-02-16 04:00:00,1.07 kn,1.93 kn,3.11 kn
2026-02-16 04:30:00,2.35 kn,5.06 kn,5.99 kn
2026-02-16 05:00:00,5.99 kn,9.51 kn,11.4 kn
2026-02-16 05:30:00,11.0 kn,11.5 kn,12.2 kn
2026-02-16 06:00:00,11.3 kn,11.6 kn,11.8 kn
2026-02-16 06:30:00,10.8 kn,11.9 kn,13.1 kn
2026-02-16 07:00:00,10.6 kn,11.7 kn,13.2 kn
2026-02-16 07:30:00,12.0 kn,12.5 kn,13.1 kn
2026-02-16 08:00:00,10.6 kn,11.8 kn,13.1 kn
2026-02-16 08:30:00,8.13 kn,8.70 kn,10.6 kn
2026-02-16 09:00:00,6.06 kn,8.37 kn,9.86 kn
2026-02-16 09:30:00,5.95 kn,6.95 kn,7.50 kn
2026-02-16 10:00:00,3.52 kn,4.17 kn,5.70 kn
2026-02-16 10:30:00,2.82 kn,3.37 kn,3.93 kn
2026-02-16 11:00:00,2.62 kn,3.41 kn,6.94 kn
2026-02-16 11:30:00,6.94 kn,10.3 kn,11.7 kn
2026-02-16 12:00:00,5.85 kn,8.57 kn,11.5 kn
2026-02-16 12:30:00,5.21 kn,6.79 kn,8.07 kn
2026-02-16 13:00:00,5.13 kn,6.53 kn,8.07 kn
2026-02-16 13:30:00,4.86 kn,6.15 kn,9.86 kn
2026-02-16 14:00:00,9.86 kn,12.0 kn,14.7 kn
2026-02-16 14:30:00,9.99 kn,12.6 kn,15.6 kn
2026-02-16 15:00:00,9.35 kn,10.2 kn,12.3 kn
2026-02-16 15:30:00,12.3 kn,15.4 kn,16.3 kn
2026-02-16 16:00:00,12.0 kn,13.6 kn,15.4 kn
2026-02-16 16:30:00,13.9 kn,14.4 kn,15.2 kn
2026-02-16 17:00:00,15.2 kn,17.3 kn,19.5 kn
2026-02-16 17:30:00,16.7 kn,17.7 kn,19.3 kn
2026-02-16 18:00:00,14.8 kn,17.1 kn,18.9 kn
2026-02-16 18:30:00,14.7 kn,21.4 kn,26.5 kn
2026-02-16 19:00:00,25.3 kn,25.6 kn,26.1 kn
2026-02-16 19:30:00,23.9 kn,24.8 kn,26.0 kn
2026-02-16 20:00:00,22.7 kn,23.7 kn,24.7 kn
2026-02-16 20:30:00,20.8 kn,22.8 kn,24.4 kn
2026-02-16 21:00:00,21.8 kn,22.3 kn,23.2 kn
2026-02-16 21:30:00,18.8 kn,20.0 kn,22.7 kn
2026-02-16 22:00:00,18.3 kn,18.7 kn,19.2 kn
2026-02-16 22:30:00,18.0 kn,18.6 kn,19.4 kn
2026-02-16 23:00:00,19.4 kn,20.2 kn,21.3 kn
2026-02-16 23:30:00,17.8 kn,18.9 kn,20.9 kn
2026-02-17 00:00:00,12.1 kn,15.2 kn,19.0 kn
2026-02-17 00:30:00,13.5 kn,17.5 kn,19.8 kn
2026-02-17 01:00:00,13.2 kn,14.9 kn,18.4 kn
2026-02-17 01:30:00,15.5 kn,17.4 kn,19.1 kn
2026-02-17 02:00:00,11.0 kn,16.9 kn,19.9 kn
2026-02-17 02:30:00,8.18 kn,9.43 kn,11.2 kn
2026-02-17 03:00:00,11.2 kn,15.3 kn,17.4 kn
2026-02-17 03:30:00,15.6 kn,16.2 kn,17.0 kn
2026-02-17 04:00:00,16.0 kn,17.2 kn,18.3 kn
2026-02-17 04:30:00,17.8 kn,20.5 kn,23.6 kn
2026-02-17 05:00:00,18.0 kn,19.9 kn,20.9 kn
2026-02-17 05:30:00,19.6 kn,20.4 kn,21.0 kn
2026-02-17 06:00:00,20.9 kn,22.2 kn,23.1 kn
2026-02-17 06:30:00,22.9 kn,23.7 kn,25.0 kn
2026-02-17 07:00:00,22.7 kn,24.3 kn,25.3 kn
2026-02-17 07:30:00,22.8 kn,25.0 kn,27.6 kn
2026-02-17 08:00:00,23.8 kn,25.0 kn,27.4 kn
2026-02-17 08:30:00,20.7 kn,23.5 kn,25.8 kn
2026-02-17 09:00:00,22.7 kn,24.0 kn,26.2 kn
2026-02-17 09:30:00,19.5 kn,21.5 kn,26.4 kn
2026-02-17 10:00:00,18.1 kn,19.5 kn,20.6 kn
2026-02-17 10:30:00,16.4 kn,17.0 kn,18.1 kn
2026-02-17 11:00:00,16.2 kn,17.8 kn,21.9 kn
2026-02-17 11:30:00,15.4 kn,18.8 kn,21.8 kn
2026-02-17 12:00:00,11.8 kn,12.7 kn,15.4 kn
2026-02-17 12:30:00,13.3 kn,15.0 kn,16.5 kn
2026-02-17 13:00:00,16.5 kn,17.7 kn,18.8 kn
2026-02-17 13:30:00,18.6 kn,19.2 kn,20.1 kn
2026-02-17 14:00:00,19.7 kn,20.7 kn,21.4 kn
2026-02-17 14:30:00,20.6 kn,21.0 kn,21.4 kn
2026-02-17 15:00:00,20.9 kn,21.3 kn,22.0 kn
2026-02-17 15:30:00,20.8 kn,21.7 kn,22.8 kn
2026-02-17 16:00:00,20.4 kn,21.2 kn,21.8 kn
2026-02-17 16:30:00,21.4 kn,21.7 kn,22.2 kn
2026-02-17 17:00:00,19.0 kn,20.7 kn,22.2 kn
2026-02-17 17:30:00,17.8 kn,18.9 kn,19.7 kn
2026-02-17 18:00:00,15.1 kn,17.2 kn,19.5 kn
2026-02-17 18:30:00,17.9 kn,21.8 kn,25.0 kn
2026-02-17 19:00:00,20.0 kn,22.4 kn,24.5 kn
2026-02-17 19:30:00,13.4 kn,17.7 kn,24.5 kn
2026-02-17 20:00:00,24.5 kn,26.5 kn,27.7 kn
2026-02-17 20:30:00,21.8 kn,24.1 kn,26.0 kn
2026-02-17 21:00:00,21.3 kn,22.7 kn,23.6 kn
2026-02-17 21:30:00,21.4 kn,22.5 kn,23.8 kn
2026-02-17 22:00:00,23.3 kn,23.9 kn,24.5 kn
2026-02-17 22:30:00,22.8 kn,24.3 kn,26.0 kn
2026-02-17 23:00:00,20.3 kn,21.2 kn,22.8 kn
2026-02-17 23:30:00,19.6 kn,20.8 kn,22.0 kn
2026-02-18 00:00:00,21.3 kn,21.8 kn,22.4 kn
2026-02-18 00:30:00,17.8 kn,18.6 kn,19.7 kn
2026-02-18 01:00:00,17.7 kn,20.6 kn,24.3 kn
2026-02-18 01:30:00,12.8 kn,15.6 kn,22.4 kn
2026-02-18 02:00:00,14.5 kn,15.5 kn,17.7 kn
2026-02-18 02:30:00,14.6 kn,16.9 kn,19.6 kn
2026-02-18 03:00:00,14.8 kn,18.7 kn,21.4 kn
2026-02-18 03:30:00,18.7 kn,20.1 kn,21.4 kn
2026-02-18 04:00:00,13.9 kn,16.4 kn,19.7 kn
2026-02-18 04:30:00,11.5 kn,13.7 kn,14.8 kn
2026-02-18 05:00:00,11.8 kn,13.9 kn,15.0 kn
2026-02-18 05:30:00,12.0 kn,14.9 kn,16.5 kn
2026-02-18 06:00:00,12.4 kn,13.9 kn,16.3 kn
2026-02-18 06:30:00,12.8 kn,14.4 kn,15.7 kn
2026-02-18 07:00:00,7.66 kn,10.8 kn,13.2 kn
2026-02-18 07:30:00,3.87 kn,5.24 kn,7.66 kn
2026-02-18 08:00:00,1.98 kn,4.38 kn,13.3 kn
2026-02-18 08:30:00,13.3 kn,16.3 kn,17.2 kn
2026-02-18 09:00:00,9.93 kn,14.5 kn,19.5 kn
2026-02-18 09:30:00,8.22 kn,11.8 kn,15.8 kn
2026-02-18 10:00:00,6.05 kn,8.91 kn,15.8 kn
2026-02-18 10:30:00,6.73 kn,12.2 kn,14.6 kn
2026-02-18 11:00:00,13.1 kn,17.1 kn,19.5 kn
2026-02-18 11:30:00,15.7 kn,16.7 kn,17.8 kn
2026-02-18 12:00:00,14.5 kn,15.2 kn,16.1 kn
2026-02-18 12:30:00,12.3 kn,13.9 kn,15.0 kn
2026-02-18 13:00:00,11.9 kn,12.5 kn,13.2 kn
2026-02-18 13:30:00,9.70 kn,11.5 kn,14.8 kn
2026-02-18 14:00:00,10.4 kn,13.9 kn,16.8 kn
2026-02-18 14:30:00,5.40 kn,7.17 kn,10.4 kn
2026-02-18 15:00:00,4.92 kn,7.28 kn,11.3 kn
2026-02-18 15:30:00,4.98 kn,6.41 kn,10.4 kn
2026-02-18 16:00:00,2.24 kn,2.87 kn,4.70 kn
2026-02-18 16:30:00,1.96 kn,6.74 kn,10.7 kn
2026-02-18 17:00:00,6.01 kn,9.36 kn,14.6 kn
2026-02-18 17:30:00,6.47 kn,8.56 kn,10.2 kn
2026-02-18 18:00:00,10.2 kn,12.6 kn,13.5 kn
2026-02-18 18:30:00,13.2 kn,14.5 kn,15.8 kn
2026-02-18 19:00:00,12.2 kn,14.0 kn,15.1 kn
2026-02-18 19:30:00,10.9 kn,11.9 kn,12.7 kn
2026-02-18 20:00:00,9.97 kn,11.7 kn,13.4 kn
2026-02-18 20:30:00,11.2 kn,11.8 kn,12.4 kn
2026-02-18 21:00:00,10.6 kn,11.5 kn,12.5 kn
2026-02-18 21:30:00,10.4 kn,11.0 kn,11.8 kn
2026-02-18 22:00:00,9.66 kn,11.4 kn,12.8 kn
2026-02-18 22:30:00,8.13 kn,9.53 kn,11.6 kn
2026-02-18 23:00:00,9.66 kn,12.6 kn,14.3 kn
2026-02-18 23:30:00,9.66 kn,14.0 kn,16.9 kn
2026-02-19 00:00:00,16.6 kn,17.5 kn,18.3 kn
2026-02-19 00:30:00,17.3 kn,17.8 kn,18.9 kn
2026-02-19 01:00:00,18.9 kn,19.9 kn,20.6 kn
2026-02-19 01:30:00,19.7 kn,20.7 kn,21.8 kn
2026-02-19 02:00:00,20.7 kn,22.1 kn,24.6 kn
2026-02-19 02:30:00,23.2 kn,25.0 kn,26.3 kn
2026-02-19 03:00:00,19.8 kn,22.2 kn,24.7 kn
2026-02-19 03:30:00,16.8 kn,18.1 kn,20.6 kn
2026-02-19 04:00:00,16.9 kn,18.7 kn,23.1 kn
2026-02-19 04:30:00,19.3 kn,23.0 kn,28.3 kn
2026-02-19 05:00:00,28.3 kn,34.3 kn,37.8 kn
2026-02-19 05:30:00,20.6 kn,26.0 kn,31.0 kn
2026-02-19 06:00:00,17.9 kn,19.0 kn,20.6 kn
2026-02-19 06:30:00,19.2 kn,19.8 kn,20.7 kn
2026-02-19 07:00:00,20.4 kn,22.5 kn,25.4 kn
2026-02-19 07:30:00,22.1 kn,25.1 kn,26.7 kn
2026-02-19 08:00:00,25.6 kn,27.9 kn,30.2 kn
2026-02-19 08:30:00,25.0 kn,26.6 kn,27.8 kn
2026-02-19 09:00:00,21.8 kn,26.6 kn,30.7 kn
2026-02-19 09:30:00,21.9 kn,24.3 kn,27.3 kn
2026-02-19 10:00:00,20.8 kn,22.6 kn,24.8 kn
2026-02-19 10:30:00,19.5 kn,21.6 kn,23.6 kn
2026-02-19 11:00:00,11.4 kn,17.0 kn,23.6 kn
2026-02-19 11:30:00,3.97 kn,6.99 kn,11.4 kn
2026-02-19 12:00:00,7.50 kn,8.69 kn,9.70 kn
