"Time","Panel 1","Panel 2","Panel 3"
2026-05-14 08:00:00,18.5 Wh,27.6 Wh,32.4 mWh
2026-05-14 09:00:00,12.9 Wh,61.3 Wh,17.1 mWh
2026-05-14 10:00:00,22.4 Wh,80.6 Wh,0 Wh
2026-05-14 11:00:00,48.7 Wh,93.6 Wh,17.2 mWh
2026-05-14 12:00:00,59.7 Wh,98.9 Wh,0 Wh
2026-05-14 13:00:00,61.4 Wh,99.9 Wh,0 Wh
2026-05-14 14:00:00,58.9 Wh,95.0 Wh,7.79 mWh
2026-05-14 15:00:00,51.9 Wh,83.8 Wh,0 Wh
2026-05-14 16:00:00,41.9 Wh,67.5 Wh,0 Wh
2026-05-14 17:00:00,29.7 Wh,47.3 Wh,0 Wh
2026-05-14 18:00:00,16.5 Wh,25.5 Wh,0 Wh
2026-05-14 19:00:00,5.71 Wh,8.88 Wh,0 Wh
2026-05-14 20:00:00,0 Wh,13.4 mWh,15.1 mWh
2026-05-14 21:00:00,0 Wh,0 Wh,0 Wh
2026-05-14 22:00:00,0 Wh,0 Wh,0 Wh
2026-05-14 23:00:00,0 Wh,0 Wh,0 Wh
2026-05-15 00:00:00,7.61 mWh,0 Wh,7.36 mWh
2026-05-15 01:00:00,0 Wh,0 Wh,0 Wh
2026-05-15 02:00:00,0 Wh,0 Wh,0 Wh
2026-05-15 03:00:00,0 Wh,0 Wh,0 Wh
2026-05-15 04:00:00,0 Wh,0 Wh,0 Wh
2026-05-15 05:00:00,0 Wh,0 Wh,0 Wh
2026-05-15 06:00:00,3.19 Wh,5.77 Wh,0 Wh
2026-05-15 07:00:00,10.8 Wh,21.4 Wh,0 Wh
2026-05-15 08:00:00,18.1 Wh,41.1 Wh,0 Wh
2026-05-15 09:00:00,13.5 Wh,60.9 Wh,8.21 mWh
2026-05-15 10:00:00,16.9 Wh,78.9 Wh,0 Wh
2026-05-15 11:00:00,36.1 Wh,94.2 Wh,0 Wh
2026-05-15 12:00:00,53.6 Wh,99.5 Wh,0 Wh
2026-05-15 13:00:00,59.8 Wh,99.8 Wh,0 Wh
2026-05-15 14:00:00,54.6 Wh,94.1 Wh,0 Wh
2026-05-15 15:00:00,50.0 Wh,82.4 Wh,0 Wh
2026-05-15 16:00:00,41.5 Wh,69.4 Wh,0 Wh
2026-05-15 17:00:00,30.5 Wh,48.3 Wh,0 Wh
2026-05-15 18:00:00,16.1 Wh,25.0 Wh,0 Wh
