"Time","Panel 1","Panel 2","Panel 3"
2026-05-15 19:00:00,5.47 Wh,8.78 Wh,0 Wh
2026-05-15 20:00:00,0 Wh,5.59 mWh,5.87 mWh
2026-05-15 21:00:00,0 Wh,0 Wh,0 Wh
2026-05-15 22:00:00,0 Wh,0 Wh,0 Wh
2026-05-15 23:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 00:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 01:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 02:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 03:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 04:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 05:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 06:00:00,3.46 Wh,6.59 Wh,0 Wh
2026-05-16 07:00:00,9.65 Wh,23.2 Wh,0 Wh
2026-05-16 08:00:00,11.4 Wh,41.9 Wh,0 Wh
2026-05-16 09:00:00,22.1 Wh,64.2 Wh,7.06 mWh
2026-05-16 10:00:00,36.1 Wh,79.3 Wh,0 Wh
2026-05-16 11:00:00,46.2 Wh,93.6 Wh,0 Wh
2026-05-16 12:00:00,54.4 Wh,99.2 Wh,0 Wh
2026-05-16 13:00:00,58.4 Wh,97.7 Wh,0 Wh
2026-05-16 14:00:00,57.3 Wh,94.0 Wh,82.2 mWh
2026-05-16 15:00:00,51.2 Wh,83.7 Wh,5.69 mWh
2026-05-16 16:00:00,41.0 Wh,66.5 Wh,0 Wh
2026-05-16 17:00:00,28.3 Wh,44.9 Wh,0 Wh
2026-05-16 18:00:00,13.3 Wh,20.0 Wh,0 Wh
2026-05-16 19:00:00,4.81 Wh,7.23 Wh,0 Wh
2026-05-16 20:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 21:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 22:00:00,0 Wh,0 Wh,0 Wh
2026-05-16 23:00:00,0 Wh,0 Wh,0 Wh
2026-05-17 00:00:00,0 Wh,0 Wh,0 Wh
2026-05-17 01:00:00,0 Wh,0 Wh,0 Wh
2026-05-17 02:00:00,0 Wh,0 Wh,0 Wh
2026-05-17 03:00:00,0 Wh,0 Wh,0 Wh
2026-05-17 04:00:00,0 Wh,0 Wh,0 Wh
2026-05-17 05:00:00,0 Wh,0 Wh,0 Wh
2026-05-17 06:00:00,4.98 Wh,7.85 Wh,0 Wh
2026-05-17 07:00:00,14.2 Wh,22.8 Wh,0 Wh
2026-05-17 08:00:00,25.0 Wh,45.1 Wh,0 Wh
2026-05-17 09:00:00,30.8 Wh,64.9 Wh,0 Wh
2026-05-17 10:00:00,23.9 Wh,81.1 Wh,0 Wh
2026-05-17 11:00:00,34.7 Wh,92.0 Wh,0 Wh
2026-05-17 12:00:00,55.0 Wh,99.2 Wh,0 Wh
2026-05-17 13:00:00,62.3 Wh,101 Wh,0 Wh
2026-05-17 14:00:00,59.2 Wh,95.6 Wh,0 Wh
2026-05-17 15:00:00,52.4 Wh,84.9 Wh,0 Wh
2026-05-17 16:00:00,43.0 Wh,69.3 Wh,0 Wh
2026-05-17 17:00:00,30.6 Wh,48.7 Wh,0 Wh
2026-05-17 18:00:00,17.4 Wh,27.2 Wh,0 Wh
2026-05-17 19:00:00,5.55 Wh,9.06 Wh,0 Wh
2026-05-17 20:00:00,7.16 mWh,15.5 mWh,0 Wh
2026-05-17 21:00:00,0 Wh,0 Wh,0 Wh
2026-05-17 22:00:00,0 Wh,0 Wh,0 Wh
2026-05-17 23:00:00,0 Wh,6.96 mWh,0 Wh
2026-05-18 00:00:00,0 Wh,0 Wh,0 Wh
2026-05-18 01:00:00,0 Wh,0 Wh,0 Wh
2026-05-18 02:00:00,0 Wh,0 Wh,0 Wh
2026-05-18 03:00:00,0 Wh,0 Wh,0 Wh
2026-05-18 04:00:00,0 Wh,0 Wh,0 Wh
2026-05-18 05:00:00,0 Wh,0 Wh,0 Wh
2026-05-18 06:00:00,3.44 Wh,6.07 Wh,0 Wh
2026-05-18 07:00:00,11.6 Wh,22.1 Wh,0 Wh
2026-05-18 08:00:00,13.2 Wh,43.9 Wh,0 Wh
2026-05-18 09:00:00,16.1 Wh,64.3 Wh,0 Wh
2026-05-18 10:00:00,20.7 Wh,80.2 Wh,0 Wh
2026-05-18 11:00:00,41.3 Wh,93.0 Wh,0 Wh
2026-05-18 12:00:00,55.8 Wh,97.1 Wh,0 Wh
2026-05-18 13:00:00,59.8 Wh,98.6 Wh,0 Wh
2026-05-18 14:00:00,56.2 Wh,92.0 Wh,0 Wh
2026-05-18 15:00:00,49.7 Wh,82.6 Wh,0 Wh
2026-05-18 16:00:00,42.9 Wh,69.2 Wh,0 Wh
2026-05-18 17:00:00,30.8 Wh,49.5 Wh,0 Wh
2026-05-18 18:00:00,17.3 Wh,26.9 Wh,0 Wh
2026-05-18 19:00:00,6.02 Wh,9.61 Wh,0 Wh
2026-05-18 20:00:00,7.94 mWh,68.2 mWh,0 Wh
2026-05-18 21:00:00,0 Wh,0 Wh,7.14 mWh
2026-05-18 22:00:00,0 Wh,0 Wh,0 Wh
2026-05-18 23:00:00,0 Wh,0 Wh,0 Wh
2026-05-19 00:00:00,0 Wh,0 Wh,0 Wh
2026-05-19 01:00:00,0 Wh,0 Wh,7.24 mWh
2026-05-19 02:00:00,0 Wh,0 Wh,0 Wh
2026-05-19 03:00:00,0 Wh,0 Wh,0 Wh
2026-05-19 04:00:00,0 Wh,0 Wh,0 Wh
2026-05-19 05:00:00,0 Wh,0 Wh,0 Wh
2026-05-19 06:00:00,3.78 Wh,6.33 Wh,0 Wh
2026-05-19 07:00:00,14.9 Wh,23.4 Wh,0 Wh
2026-05-19 08:00:00,26.5 Wh,42.4 Wh,0 Wh
2026-05-19 09:00:00,35.1 Wh,60.1 Wh,0 Wh
2026-05-19 10:00:00,42.6 Wh,75.8 Wh,0 Wh
2026-05-19 11:00:00,,,
