"Time","POB","VPB","Core Load Switches","Payload Load Switches","Motor"
2026-05-15 23:00:00,4.63 Wh,,27.6 Wh,4.29 Wh,110 Wh
2026-05-16 00:00:00,4.64 Wh,,27.9 Wh,4.28 Wh,107 Wh
2026-05-16 01:00:00,4.48 Wh,,27.9 Wh,4.28 Wh,108 Wh
2026-05-16 02:00:00,4.38 Wh,,27.7 Wh,4.28 Wh,92.8 Wh
2026-05-16 03:00:00,4.50 Wh,,27.4 Wh,4.28 Wh,99.5 Wh
2026-05-16 04:00:00,4.80 Wh,,27.2 Wh,4.28 Wh,106 Wh
2026-05-16 05:00:00,4.49 Wh,,27.7 Wh,4.28 Wh,75.8 Wh
2026-05-16 06:00:00,4.44 Wh,,27.2 Wh,4.36 Wh,72.6 Wh
2026-05-16 07:00:00,4.39 Wh,,27.7 Wh,4.38 Wh,64.7 Wh
2026-05-16 08:00:00,4.40 Wh,,27.9 Wh,4.37 Wh,64.1 Wh
2026-05-16 09:00:00,4.47 Wh,,27.1 Wh,4.37 Wh,59.0 Wh
2026-05-16 10:00:00,4.40 Wh,,27.5 Wh,4.39 Wh,65.3 Wh
2026-05-16 11:00:00,4.57 Wh,,28.1 Wh,4.39 Wh,67.1 Wh
2026-05-16 12:00:00,4.30 Wh,,28.2 Wh,4.39 Wh,52.9 Wh
2026-05-16 13:00:00,4.35 Wh,,28.1 Wh,4.42 Wh,46.6 Wh
2026-05-16 14:00:00,4.38 Wh,,28.1 Wh,4.43 Wh,61.6 Wh
2026-05-16 15:00:00,4.34 Wh,,28.2 Wh,4.42 Wh,60.9 Wh
2026-05-16 16:00:00,4.22 Wh,,26.9 Wh,4.42 Wh,95.1 Wh
2026-05-16 17:00:00,4.57 Wh,,27.2 Wh,4.42 Wh,125 Wh
2026-05-16 18:00:00,4.45 Wh,,27.2 Wh,4.40 Wh,140 Wh
2026-05-16 19:00:00,4.35 Wh,,27.4 Wh,4.38 Wh,142 Wh
2026-05-16 20:00:00,4.50 Wh,,28.5 Wh,4.33 Wh,146 Wh
2026-05-16 21:00:00,4.07 Wh,,29.7 Wh,4.31 Wh,148 Wh
2026-05-16 22:00:00,4.34 Wh,,30.0 Wh,4.30 Wh,134 Wh
2026-05-16 23:00:00,4.26 Wh,,29.4 Wh,4.29 Wh,121 Wh
2026-05-17 00:00:00,4.17 Wh,,28.3 Wh,4.27 Wh,163 Wh
2026-05-17 01:00:00,4.13 Wh,,27.1 Wh,4.25 Wh,168 Wh
2026-05-17 02:00:00,4.40 Wh,,28.4 Wh,4.25 Wh,167 Wh
2026-05-17 03:00:00,4.31 Wh,,26.9 Wh,4.25 Wh,156 Wh
2026-05-17 04:00:00,4.25 Wh,,26.6 Wh,4.25 Wh,124 Wh
2026-05-17 05:00:00,4.40 Wh,,24.2 Wh,4.06 Wh,122 Wh
2026-05-17 06:00:00,4.29 Wh,,22.4 Wh,3.93 Wh,94.6 Wh
2026-05-17 07:00:00,4.22 Wh,,23.2 Wh,3.93 Wh,84.2 Wh
2026-05-17 08:00:00,4.31 Wh,,22.2 Wh,3.93 Wh,76.6 Wh
2026-05-17 09:00:00,4.21 Wh,,22.9 Wh,3.95 Wh,74.0 Wh
2026-05-17 10:00:00,4.50 Wh,,22.4 Wh,3.96 Wh,69.5 Wh
2026-05-17 11:00:00,4.57 Wh,,19.1 Wh,3.97 Wh,58.0 Wh
2026-05-17 12:00:00,4.67 Wh,,19.3 Wh,3.97 Wh,51.9 Wh
2026-05-17 13:00:00,4.57 Wh,,19.0 Wh,3.98 Wh,54.3 Wh
2026-05-17 14:00:00,4.44 Wh,,18.8 Wh,3.98 Wh,69.1 Wh
2026-05-17 15:00:00,4.37 Wh,,18.8 Wh,3.97 Wh,94.6 Wh
2026-05-17 16:00:00,4.53 Wh,,18.7 Wh,3.96 Wh,111 Wh
2026-05-17 17:00:00,4.73 Wh,,18.9 Wh,3.96 Wh,117 Wh
2026-05-17 18:00:00,4.56 Wh,,19.5 Wh,3.94 Wh,103 Wh
2026-05-17 19:00:00,4.75 Wh,,19.3 Wh,3.95 Wh,115 Wh
2026-05-17 20:00:00,4.54 Wh,,18.7 Wh,3.93 Wh,113 Wh
2026-05-17 21:00:00,4.81 Wh,,18.6 Wh,3.92 Wh,100 Wh
2026-05-17 22:00:00,4.57 Wh,,18.6 Wh,3.92 Wh,82.9 Wh
2026-05-17 23:00:00,4.65 Wh,,18.5 Wh,3.92 Wh,74.0 Wh
2026-05-18 00:00:00,4.62 Wh,,18.5 Wh,3.92 Wh,74.4 Wh
2026-05-18 01:00:00,4.66 Wh,,18.5 Wh,3.92 Wh,73.8 Wh
2026-05-18 02:00:00,4.66 Wh,,21.5 Wh,3.91 Wh,71.7 Wh
2026-05-18 03:00:00,4.62 Wh,,20.8 Wh,3.91 Wh,61.4 Wh
2026-05-18 04:00:00,4.76 Wh,,21.0 Wh,3.91 Wh,60.7 Wh
2026-05-18 05:00:00,4.54 Wh,,21.7 Wh,3.90 Wh,64.0 Wh
2026-05-18 06:00:00,4.44 Wh,,18.7 Wh,3.91 Wh,45.0 Wh
2026-05-18 07:00:00,4.69 Wh,,18.4 Wh,3.91 Wh,35.6 Wh
2026-05-18 08:00:00,4.54 Wh,,18.4 Wh,3.91 Wh,30.1 Wh
2026-05-18 09:00:00,4.54 Wh,,18.5 Wh,3.92 Wh,15.4 Wh
2026-05-18 10:00:00,4.63 Wh,,18.6 Wh,3.94 Wh,11.5 Wh
2026-05-18 11:00:00,4.67 Wh,,18.7 Wh,3.96 Wh,10.5 Wh
2026-05-18 12:00:00,4.64 Wh,,18.6 Wh,3.98 Wh,11.2 Wh
2026-05-18 13:00:00,4.67 Wh,,18.6 Wh,4.00 Wh,10.0 Wh
2026-05-18 14:00:00,4.36 Wh,,18.8 Wh,4.02 Wh,17.2 Wh
2026-05-18 15:00:00,4.35 Wh,,18.6 Wh,4.02 Wh,17.6 Wh
2026-05-18 16:00:00,4.25 Wh,,19.0 Wh,4.01 Wh,31.0 Wh
2026-05-18 17:00:00,4.34 Wh,,18.8 Wh,4.00 Wh,31.1 Wh
2026-05-18 18:00:00,4.76 Wh,,18.5 Wh,3.99 Wh,31.7 Wh
2026-05-18 19:00:00,4.63 Wh,,18.5 Wh,3.97 Wh,36.1 Wh
2026-05-18 20:00:00,4.68 Wh,,18.9 Wh,3.94 Wh,145 Wh
2026-05-18 21:00:00,4.54 Wh,,18.8 Wh,3.94 Wh,150 Wh
2026-05-18 22:00:00,4.65 Wh,,18.4 Wh,3.95 Wh,149 Wh
2026-05-18 23:00:00,4.82 Wh,,18.5 Wh,3.95 Wh,151 Wh
2026-05-19 00:00:00,4.69 Wh,,20.5 Wh,3.96 Wh,81.1 Wh
2026-05-19 01:00:00,4.68 Wh,,20.5 Wh,3.96 Wh,50.4 Wh
2026-05-19 02:00:00,4.55 Wh,,20.5 Wh,3.98 Wh,113 Wh
2026-05-19 03:00:00,4.74 Wh,,20.5 Wh,3.97 Wh,130 Wh
2026-05-19 04:00:00,4.51 Wh,,20.6 Wh,3.97 Wh,111 Wh
2026-05-19 05:00:00,4.63 Wh,,21.1 Wh,3.95 Wh,66.4 Wh
2026-05-19 06:00:00,3.89 Wh,,19.5 Wh,3.93 Wh,25.5 Wh
2026-05-19 07:00:00,2.00 Wh,,18.5 Wh,3.92 Wh,0 Wh
2026-05-19 08:00:00,2.58 Wh,,18.5 Wh,3.93 Wh,1.98 Wh
2026-05-19 09:00:00,4.47 Wh,,23.2 Wh,4.22 Wh,62.4 Wh
2026-05-19 10:00:00,1.83 Wh,,25.1 Wh,4.37 Wh,0 Wh
2026-05-19 11:00:00,,,,,
