"Time","Motor"
2026-03-06 06:50:00,0 Wh
2026-03-06 07:00:00,0 Wh
2026-03-06 07:10:00,0 Wh
2026-03-06 07:20:00,0 Wh
2026-03-06 07:30:00,0 Wh
2026-03-06 07:40:00,
2026-03-06 07:50:00,0 Wh
2026-03-06 08:00:00,0 Wh
2026-03-06 08:10:00,0 Wh
2026-03-06 08:20:00,0 Wh
2026-03-06 08:30:00,0 Wh
2026-03-06 08:40:00,0 Wh
2026-03-06 08:50:00,0 Wh
2026-03-06 09:00:00,0 Wh
2026-03-06 09:10:00,0 Wh
2026-03-06 09:20:00,0 Wh
2026-03-06 09:30:00,0 Wh
2026-03-06 09:40:00,0 Wh
2026-03-06 09:50:00,0 Wh
2026-03-06 10:00:00,0 Wh
2026-03-06 10:10:00,0 Wh
2026-03-06 10:20:00,0 Wh
2026-03-06 10:30:00,0 Wh
2026-03-06 10:40:00,0 Wh
2026-03-06 10:50:00,0 Wh
2026-03-06 11:00:00,0 Wh
2026-03-06 11:10:00,0 Wh
2026-03-06 11:20:00,36.9 Wh
2026-03-06 11:30:00,129 Wh
2026-03-06 11:40:00,144 Wh
2026-03-06 11:50:00,152 Wh
2026-03-06 12:00:00,156 Wh
2026-03-06 12:10:00,159 Wh
2026-03-06 12:20:00,156 Wh
2026-03-06 12:30:00,138 Wh
2026-03-06 12:40:00,205 Wh
2026-03-06 12:50:00,225 Wh
2026-03-06 13:00:00,227 Wh
2026-03-06 13:10:00,225 Wh
2026-03-06 13:20:00,202 Wh
2026-03-06 13:30:00,197 Wh
2026-03-06 13:40:00,198 Wh
2026-03-06 13:50:00,198 Wh
2026-03-06 14:00:00,198 Wh
2026-03-06 14:10:00,192 Wh
2026-03-06 14:20:00,184 Wh
2026-03-06 14:30:00,173 Wh
2026-03-06 14:40:00,161 Wh
2026-03-06 14:50:00,146 Wh
2026-03-06 15:00:00,147 Wh
2026-03-06 15:10:00,148 Wh
2026-03-06 15:20:00,156 Wh
2026-03-06 15:30:00,173 Wh
2026-03-06 15:40:00,171 Wh
2026-03-06 15:50:00,148 Wh
2026-03-06 16:00:00,148 Wh
2026-03-06 16:10:00,148 Wh
2026-03-06 16:20:00,148 Wh
2026-03-06 16:30:00,148 Wh
2026-03-06 16:40:00,148 Wh
2026-03-06 16:50:00,147 Wh
2026-03-06 17:00:00,147 Wh
2026-03-06 17:10:00,148 Wh
2026-03-06 17:20:00,148 Wh
2026-03-06 17:30:00,147 Wh
2026-03-06 17:40:00,146 Wh
2026-03-06 17:50:00,147 Wh
2026-03-06 18:00:00,147 Wh
2026-03-06 18:10:00,148 Wh
2026-03-06 18:20:00,107 Wh
2026-03-06 18:30:00,111 Wh
2026-03-06 18:40:00,111 Wh
2026-03-06 18:50:00,116 Wh
2026-03-06 19:00:00,137 Wh
2026-03-06 19:10:00,137 Wh
2026-03-06 19:20:00,136 Wh
2026-03-06 19:30:00,136 Wh
2026-03-06 19:40:00,136 Wh
2026-03-06 19:50:00,135 Wh
2026-03-06 20:00:00,136 Wh
2026-03-06 20:10:00,33.7 Wh
2026-03-06 20:20:00,29.6 Wh
2026-03-06 20:30:00,35.2 Wh
2026-03-06 20:40:00,30.3 Wh
2026-03-06 20:50:00,24.2 Wh
2026-03-06 21:00:00,24.3 Wh
2026-03-06 21:10:00,26.6 Wh
2026-03-06 21:20:00,30.2 Wh
2026-03-06 21:30:00,30.4 Wh
2026-03-06 21:40:00,25.2 Wh
2026-03-06 21:50:00,11.9 Wh
2026-03-06 22:00:00,14.8 Wh
2026-03-06 22:10:00,14.9 Wh
2026-03-06 22:20:00,14.2 Wh
2026-03-06 22:30:00,15.4 Wh
2026-03-06 22:40:00,15.6 Wh
2026-03-06 22:50:00,9.78 Wh
2026-03-06 23:00:00,810 mWh
2026-03-06 23:10:00,0 Wh
2026-03-06 23:20:00,0 Wh
2026-03-06 23:30:00,0 Wh
2026-03-06 23:40:00,0 Wh
2026-03-06 23:50:00,0 Wh
2026-03-07 00:00:00,0 Wh
2026-03-07 00:10:00,0 Wh
2026-03-07 00:20:00,0 Wh
2026-03-07 00:30:00,0 Wh
2026-03-07 00:40:00,0 Wh
2026-03-07 00:50:00,0 Wh
2026-03-07 01:00:00,0 Wh
2026-03-07 01:10:00,0 Wh
2026-03-07 01:20:00,0 Wh
2026-03-07 01:30:00,0 Wh
2026-03-07 01:40:00,6.70 Wh
2026-03-07 01:50:00,23.4 Wh
2026-03-07 02:00:00,23.7 Wh
2026-03-07 02:10:00,2.85 Wh
2026-03-07 02:20:00,0 Wh
2026-03-07 02:30:00,0 Wh
2026-03-07 02:40:00,0 Wh
2026-03-07 02:50:00,0 Wh
2026-03-07 03:00:00,0 Wh
2026-03-07 03:10:00,0 Wh
2026-03-07 03:20:00,0 Wh
2026-03-07 03:30:00,0 Wh
2026-03-07 03:40:00,0 Wh
2026-03-07 03:50:00,0 Wh
2026-03-07 04:00:00,0 Wh
2026-03-07 04:10:00,9.93 Wh
2026-03-07 04:20:00,39.5 Wh
2026-03-07 04:30:00,39.3 Wh
2026-03-07 04:40:00,25.3 Wh
2026-03-07 04:50:00,0 Wh
2026-03-07 05:00:00,0 Wh
2026-03-07 05:10:00,3.53 Wh
2026-03-07 05:20:00,1.58 Wh
2026-03-07 05:30:00,21.9 Wh
2026-03-07 05:40:00,18.2 Wh
2026-03-07 05:50:00,8.00 Wh
2026-03-07 06:00:00,23.2 Wh
2026-03-07 06:10:00,17.0 Wh
2026-03-07 06:20:00,12.8 Wh
2026-03-07 06:30:00,32.9 Wh
2026-03-07 06:40:00,36.9 Wh
2026-03-07 06:50:00,0 Wh
2026-03-07 07:00:00,20.6 Wh
2026-03-07 07:10:00,50.8 Wh
2026-03-07 07:20:00,38.7 Wh
2026-03-07 07:30:00,20.5 Wh
2026-03-07 07:40:00,35.7 Wh
2026-03-07 07:50:00,40.2 Wh
2026-03-07 08:00:00,41.3 Wh
2026-03-07 08:10:00,42.6 Wh
2026-03-07 08:20:00,49.6 Wh
2026-03-07 08:30:00,50.2 Wh
2026-03-07 08:40:00,50.5 Wh
2026-03-07 08:50:00,49.6 Wh
2026-03-07 09:00:00,49.7 Wh
2026-03-07 09:10:00,49.6 Wh
2026-03-07 09:20:00,47.3 Wh
2026-03-07 09:30:00,42.1 Wh
2026-03-07 09:40:00,31.7 Wh
2026-03-07 09:50:00,32.2 Wh
2026-03-07 10:00:00,35.1 Wh
2026-03-07 10:10:00,35.3 Wh
2026-03-07 10:20:00,35.1 Wh
2026-03-07 10:30:00,34.1 Wh
2026-03-07 10:40:00,33.4 Wh
2026-03-07 10:50:00,33.8 Wh
2026-03-07 11:00:00,34.4 Wh
2026-03-07 11:10:00,34.1 Wh
2026-03-07 11:20:00,31.9 Wh
2026-03-07 11:30:00,22.0 Wh
2026-03-07 11:40:00,20.4 Wh
2026-03-07 11:50:00,26.7 Wh
2026-03-07 12:00:00,27.1 Wh
2026-03-07 12:10:00,27.3 Wh
2026-03-07 12:20:00,31.3 Wh
2026-03-07 12:30:00,35.0 Wh
2026-03-07 12:40:00,35.4 Wh
2026-03-07 12:50:00,36.3 Wh
2026-03-07 13:00:00,36.1 Wh
2026-03-07 13:10:00,36.1 Wh
2026-03-07 13:20:00,35.1 Wh
2026-03-07 13:30:00,35.2 Wh
2026-03-07 13:40:00,32.9 Wh
2026-03-07 13:50:00,34.1 Wh
2026-03-07 14:00:00,34.0 Wh
2026-03-07 14:10:00,33.6 Wh
2026-03-07 14:20:00,33.6 Wh
2026-03-07 14:30:00,32.6 Wh
2026-03-07 14:40:00,32.8 Wh
2026-03-07 14:50:00,32.5 Wh
2026-03-07 15:00:00,32.6 Wh
2026-03-07 15:10:00,33.9 Wh
2026-03-07 15:20:00,33.9 Wh
2026-03-07 15:30:00,2.10 Wh
2026-03-07 15:40:00,0 Wh
2026-03-07 15:50:00,9.50 Wh
2026-03-07 16:00:00,10.1 Wh
2026-03-07 16:10:00,17.1 Wh
2026-03-07 16:20:00,17.2 Wh
2026-03-07 16:30:00,21.6 Wh
2026-03-07 16:40:00,34.3 Wh
2026-03-07 16:50:00,26.0 Wh
2026-03-07 17:00:00,32.3 Wh
2026-03-07 17:10:00,36.3 Wh
2026-03-07 17:20:00,43.2 Wh
2026-03-07 17:30:00,41.6 Wh
