"Time","POB","VPB 1","Core Load Switches","Payload Load Switches","Motor"
2026-03-10 22:00:00,-4.16 Wh,-4.66 Wh,-27.6 Wh,-4.28 Wh,0 Wh
2026-03-10 23:00:00,-4.15 Wh,-4.74 Wh,-27.7 Wh,-4.27 Wh,0 Wh
2026-03-11 00:00:00,-6.40 Wh,-4.65 Wh,-27.6 Wh,-4.28 Wh,-39.5 Wh
2026-03-11 01:00:00,-6.43 Wh,-4.64 Wh,-27.7 Wh,-4.25 Wh,-45.0 Wh
2026-03-11 02:00:00,-6.62 Wh,-4.51 Wh,-28.2 Wh,-4.27 Wh,-63.9 Wh
2026-03-11 03:00:00,-6.42 Wh,-4.43 Wh,-28.0 Wh,-4.27 Wh,-58.2 Wh
2026-03-11 04:00:00,-6.30 Wh,-4.41 Wh,-28.0 Wh,-4.30 Wh,-54.7 Wh
2026-03-11 05:00:00,-6.56 Wh,-4.40 Wh,-27.8 Wh,-4.27 Wh,-42.2 Wh
2026-03-11 06:00:00,-6.40 Wh,-4.38 Wh,-27.2 Wh,-4.25 Wh,-38.1 Wh
2026-03-11 07:00:00,-6.50 Wh,-4.41 Wh,-28.7 Wh,-4.28 Wh,-42.2 Wh
2026-03-11 08:00:00,-6.15 Wh,-4.48 Wh,-27.0 Wh,-4.28 Wh,-38.4 Wh
2026-03-11 09:00:00,-6.49 Wh,-4.42 Wh,-26.1 Wh,-4.31 Wh,-30.2 Wh
2026-03-11 10:00:00,-6.93 Wh,-4.54 Wh,-26.1 Wh,-4.32 Wh,-30.1 Wh
2026-03-11 11:00:00,-6.73 Wh,-4.50 Wh,-26.2 Wh,-4.31 Wh,-35.7 Wh
2026-03-11 12:00:00,-6.62 Wh,-4.47 Wh,-25.9 Wh,-4.35 Wh,-42.4 Wh
2026-03-11 13:00:00,-6.31 Wh,-4.49 Wh,-26.2 Wh,-4.32 Wh,-42.5 Wh
2026-03-11 14:00:00,-6.70 Wh,-4.52 Wh,-25.9 Wh,-4.36 Wh,-42.9 Wh
2026-03-11 15:00:00,-6.47 Wh,-4.63 Wh,-26.4 Wh,-4.33 Wh,-44.2 Wh
2026-03-11 16:00:00,-6.39 Wh,-4.90 Wh,-26.0 Wh,-4.38 Wh,-42.8 Wh
2026-03-11 17:00:00,-6.61 Wh,-4.81 Wh,-26.2 Wh,-4.33 Wh,-44.6 Wh
2026-03-11 18:00:00,-6.64 Wh,-4.70 Wh,-26.1 Wh,-4.33 Wh,-49.4 Wh
2026-03-11 19:00:00,-6.62 Wh,-4.67 Wh,-25.8 Wh,-4.30 Wh,-58.9 Wh
2026-03-11 20:00:00,-6.42 Wh,-4.57 Wh,-27.2 Wh,-4.29 Wh,-58.8 Wh
2026-03-11 21:00:00,-7.09 Wh,-4.43 Wh,-27.7 Wh,-4.30 Wh,-58.5 Wh
2026-03-11 22:00:00,-6.56 Wh,-4.63 Wh,-27.3 Wh,-4.27 Wh,-59.0 Wh
2026-03-11 23:00:00,-6.44 Wh,-4.71 Wh,-27.8 Wh,-4.29 Wh,-58.9 Wh
2026-03-12 00:00:00,-6.74 Wh,-4.85 Wh,-27.6 Wh,-4.29 Wh,-58.8 Wh
2026-03-12 01:00:00,-6.66 Wh,-4.95 Wh,-27.1 Wh,-4.29 Wh,-43.8 Wh
2026-03-12 02:00:00,-4.64 Wh,-4.67 Wh,-27.5 Wh,-4.27 Wh,-8.68 Wh
2026-03-12 03:00:00,-4.09 Wh,-4.58 Wh,-27.3 Wh,-4.29 Wh,0 Wh
2026-03-12 04:00:00,-6.34 Wh,-4.79 Wh,-27.5 Wh,-4.30 Wh,-36.6 Wh
2026-03-12 05:00:00,-6.49 Wh,-4.66 Wh,-27.4 Wh,-4.29 Wh,-39.6 Wh
2026-03-12 06:00:00,-6.55 Wh,-4.61 Wh,-27.2 Wh,-4.33 Wh,-39.5 Wh
2026-03-12 07:00:00,-4.42 Wh,-4.60 Wh,-27.2 Wh,-4.28 Wh,-5.64 Wh
2026-03-12 08:00:00,-5.62 Wh,-4.51 Wh,-27.4 Wh,-4.32 Wh,-188 Wh
2026-03-12 09:00:00,-6.83 Wh,-4.48 Wh,-27.7 Wh,-4.30 Wh,-479 Wh
2026-03-12 10:00:00,-7.15 Wh,-4.50 Wh,-28.3 Wh,-4.33 Wh,-474 Wh
2026-03-12 11:00:00,-7.03 Wh,-4.78 Wh,-28.2 Wh,-4.32 Wh,-679 Wh
2026-03-12 12:00:00,-5.99 Wh,-4.69 Wh,-26.9 Wh,-4.32 Wh,-474 Wh
2026-03-12 13:00:00,-6.33 Wh,-4.41 Wh,-27.2 Wh,-4.32 Wh,-614 Wh
2026-03-12 14:00:00,-7.25 Wh,-4.35 Wh,-32.3 Wh,-4.83 Wh,-812 Wh
2026-03-12 15:00:00,-5.08 Wh,-4.34 Wh,-36.2 Wh,-5.22 Wh,-286 Wh
2026-03-12 16:00:00,-3.85 Wh,-4.31 Wh,-38.2 Wh,-5.30 Wh,0 Wh
2026-03-12 17:00:00,,,,,
